Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,throttle_pc,throttle_rate,engine_rpm
1479424215.4988368,558386,1479424215,498639082,,0.382999986410141,-0.00039999998989515007,2739.5
1479424215.5059674,558387,1479424215,505791314,,0.382999986410141,0.0,2710.0
1479424215.5165215,558388,1479424215,516352879,,0.382999986410141,0.0,2747.25
1479424215.5256405,558389,1479424215,525475855,,0.382999986410141,0.0,2747.25
1479424215.536538,558390,1479424215,536376310,,0.382999986410141,0.0,2717.25
1479424215.5456264,558391,1479424215,545429295,,0.382999986410141,0.0,2732.0
1479424215.557299,558392,1479424215,557148352,,0.382999986410141,0.0,2732.0
1479424215.5653045,558393,1479424215,565120143,,0.382999986410141,0.0,2724.75
1479424215.576633,558394,1479424215,576433931,,0.382999986410141,0.0,2717.25
1479424215.5855799,558395,1479424215,585358433,,0.382999986410141,0.0,2717.25
1479424215.598264,558396,1479424215,598020654,,0.382999986410141,0.0,2732.0
1479424215.6059272,558397,1479424215,605745078,,0.382999986410141,0.0,2739.5
1479424215.617137,558398,1479424215,616941722,,0.382999986410141,0.0,2739.5
1479424215.6245456,558399,1479424215,624384580,,0.382999986410141,0.0,2710.0
1479424215.6365197,558400,1479424215,636352125,,0.382999986410141,0.0,2724.75
1479424215.6458597,558401,1479424215,645686760,,0.382999986410141,0.0,2724.75
1479424215.6568027,558402,1479424215,656642252,,0.382999986410141,0.0,2739.5
1479424215.6658227,558403,1479424215,665657423,,0.382999986410141,0.0,2710.0
1479424215.676976,558404,1479424215,676799137,,0.382999986410141,0.0,2710.0
1479424215.684513,558405,1479424215,684371445,,0.382999986410141,0.0,2739.5
1479424215.6982539,558406,1479424215,697965276,,0.382999986410141,0.0,2717.25
1479424215.7057216,558407,1479424215,705534131,,0.382999986410141,0.0,2717.25
1479424215.716961,558408,1479424215,716798102,,0.382999986410141,0.0,2724.75
1479424215.7253032,558409,1479424215,725120989,,0.382999986410141,0.0,2739.5
1479424215.737013,558410,1479424215,736812030,,0.382999986410141,0.0,2739.5
1479424215.7447405,558411,1479424215,744511791,,0.382999986410141,0.0,2717.25
1479424215.7567894,558412,1479424215,756622950,,0.382999986410141,0.0,2710.0
1479424215.765688,558413,1479424215,765544714,,0.382999986410141,0.0,2710.0
1479424215.777189,558414,1479424215,776920802,,0.382999986410141,0.0,2732.0
1479424215.7858148,558415,1479424215,785654880,,0.382999986410141,0.0,2732.0
1479424215.7984123,558416,1479424215,798205276,,0.382999986410141,0.0,2732.0
1479424215.8054569,558417,1479424215,805313119,,0.382999986410141,0.0,2724.75
1479424215.8170946,558418,1479424215,816941948,,0.382999986410141,0.0,2732.0
1479424215.8263247,558419,1479424215,826151478,,0.382999986410141,0.0,2732.0
1479424215.8367817,558420,1479424215,836623080,,0.382999986410141,0.0,2732.0
1479424215.8455567,558421,1479424215,845367640,,0.382999986410141,0.0,2739.5
1479424215.8570468,558422,1479424215,856880261,,0.382999986410141,0.0,2739.5
1479424215.8644748,558423,1479424215,864330372,,0.382999986410141,0.0,2717.25
1479424215.8767984,558424,1479424215,876624156,,0.382999986410141,0.0,2747.25
1479424215.8860545,558425,1479424215,885875958,,0.382999986410141,0.0,2747.25
1479424215.8983526,558426,1479424215,898070444,,0.382999986410141,0.0,2732.0
1479424215.9057844,558427,1479424215,905621111,,0.382999986410141,0.0,2710.0
1479424215.9175463,558428,1479424215,917362879,,0.382999986410141,0.0,2710.0
1479424215.9258006,558429,1479424215,925625415,,0.382999986410141,0.0,2710.0
1479424215.9368327,558430,1479424215,936619451,,0.382999986410141,0.0,2724.75
1479424215.9458666,558431,1479424215,945688553,,0.382999986410141,0.0,2724.75
1479424215.9565024,558432,1479424215,956331078,,0.382999986410141,0.0,2710.0
1479424215.9657888,558433,1479424215,965625736,,0.382999986410141,0.0,2702.5
1479424215.9767377,558434,1479424215,976541555,,0.382999986410141,0.0,2702.5
1479424215.9858105,558435,1479424215,985638188,,0.382999986410141,0.0,2739.5
1479424215.9980512,558436,1479424215,997790727,,0.3869999945163727,0.0,2702.5
1479424216.0059903,558437,1479424216,5801440,,0.3869999945163727,0.0,2702.5
1479424216.0171525,558438,1479424216,16967221,,0.3889999985694885,0.0,2717.25
1479424216.0246212,558439,1479424216,24473967,,0.39100000262260437,0.0,2724.75
1479424216.0371637,558440,1479424216,36987875,,0.39100000262260437,0.0,2724.75
1479424216.0456583,558441,1479424216,45403646,,0.3919999897480011,0.0,2702.5
1479424216.0565147,558442,1479424216,56325697,,0.39399999380111694,0.0,2724.75
1479424216.0658116,558443,1479424216,65654734,,0.39399999380111694,0.0,2724.75
1479424216.0764635,558444,1479424216,76282432,,0.39899998903274536,0.0,2710.0
1479424216.0857568,558445,1479424216,85614849,,0.40400001406669617,0.0,2710.0
1479424216.0982764,558446,1479424216,98042290,,0.40400001406669617,0.0,2710.0
1479424216.1057324,558447,1479424216,105531846,,0.40700000524520874,0.0,2710.0
1479424216.1172097,558448,1479424216,117034995,,0.4090000092983246,0.0,2702.5
1479424216.1258237,558449,1479424216,125688747,,0.4090000092983246,0.0,2702.5
1479424216.136832,558450,1479424216,136638369,,0.41100001335144043,0.0,2695.25
1479424216.1458883,558451,1479424216,145718614,,0.414000004529953,0.0,2710.0
1479424216.1569214,558452,1479424216,156792770,,0.414000004529953,0.0,2710.0
1479424216.1658106,558453,1479424216,165632456,,0.4180000126361847,0.0,2710.0
1479424216.1764812,558454,1479424216,176351038,,0.421999990940094,0.0,2702.5
1479424216.185876,558455,1479424216,185698867,,0.421999990940094,0.0,2702.5
1479424216.1981895,558456,1479424216,198055327,,0.4259999990463257,0.0,2739.5
1479424216.2055244,558457,1479424216,205363174,,0.4300000071525574,0.0,2710.0
1479424216.217436,558458,1479424216,217305642,,0.4300000071525574,0.0,2710.0
1479424216.2277741,558459,1479424216,227536885,,0.4320000112056732,0.0,2710.0
1479424216.2364228,558460,1479424216,236306282,,0.43299999833106995,0.0,2732.0
1479424216.246348,558461,1479424216,246183657,,0.43299999833106995,0.0,2732.0
1479424216.2566597,558462,1479424216,256530958,,0.43299999833106995,0.0,2702.5
1479424216.2647424,558463,1479424216,264616291,,0.4339999854564667,0.0,2747.25
1479424216.276917,558464,1479424216,276778802,,0.4339999854564667,0.0,2747.25
1479424216.2855678,558465,1479424216,285430962,,0.4339999854564667,0.0,2710.0
1479424216.2984204,558466,1479424216,298247114,,0.4339999854564667,0.0,2710.0
1479424216.3059487,558467,1479424216,305784479,,0.4339999854564667,0.0,2710.0
1479424216.3174167,558468,1479424216,317286837,,0.4339999854564667,0.0,2732.0
1479424216.325505,558469,1479424216,325362716,,0.4339999854564667,0.0,2732.0
1479424216.3368688,558470,1479424216,336740740,,0.4339999854564667,0.0,2732.0
1479424216.3447895,558471,1479424216,344617086,,0.4339999854564667,0.0,2732.0
1479424216.356741,558472,1479424216,356616766,,0.4339999854564667,0.0,2747.25
1479424216.3655417,558473,1479424216,365410882,,0.4339999854564667,0.0,2747.25
1479424216.376653,558474,1479424216,376512799,,0.4339999854564667,0.0,2724.75
1479424216.3845673,558475,1479424216,384459669,,0.4339999854564667,0.0,2739.5
1479424216.3983762,558476,1479424216,398231812,,0.4339999854564667,0.0,2739.5
1479424216.4054573,558477,1479424216,405317722,,0.4339999854564667,0.0,2754.75
1479424216.4174578,558478,1479424216,417304147,,0.4339999854564667,0.0,2732.0
1479424216.4255965,558479,1479424216,425473508,,0.4339999854564667,0.0,2732.0
1479424216.4366512,558480,1479424216,436509926,,0.4339999854564667,0.0,2762.25
1479424216.4454217,558481,1479424216,445293227,,0.4339999854564667,0.0,2747.25
1479424216.4569159,558482,1479424216,456778279,,0.4339999854564667,0.0,2747.25
1479424216.4645743,558483,1479424216,464464515,,0.4300000071525574,-0.00039999998989515007,2754.75
1479424216.476747,558484,1479424216,476614682,,0.42800000309944153,-0.00039999998989515007,2762.25
1479424216.4858158,558485,1479424216,485695303,,0.42800000309944153,-0.00039999998989515007,2762.25
1479424216.4981022,558486,1479424216,497929513,,0.42500001192092896,-0.00039999998989515007,2770.0
1479424216.5055523,558487,1479424216,505336862,,0.4230000078678131,-0.00039999998989515007,2762.25
1479424216.517553,558488,1479424216,517434157,,0.4230000078678131,-0.00039999998989515007,2762.25
1479424216.5255246,558489,1479424216,525391026,,0.4230000078678131,-0.00039999998989515007,2762.25
1479424216.536748,558490,1479424216,536632068,,0.4230000078678131,-0.00039999998989515007,2801.0
1479424216.5458107,558491,1479424216,545686038,,0.4230000078678131,-0.00039999998989515007,2801.0
1479424216.5565898,558492,1479424216,556484676,,0.4230000078678131,0.0,2793.25
1479424216.565477,558493,1479424216,565333910,,0.4230000078678131,0.0,2762.25
1479424216.5768778,558494,1479424216,576741572,,0.4230000078678131,0.0,2762.25
1479424216.584568,558495,1479424216,584460137,,0.4230000078678131,0.0,2762.25
1479424216.598152,558496,1479424216,597978479,,0.421999990940094,-0.00039999998989515007,2793.25
1479424216.6059725,558497,1479424216,605808216,,0.421999990940094,-0.00039999998989515007,2793.25
1479424216.6173308,558498,1479424216,617213421,,0.42100000381469727,-0.00039999998989515007,2777.75
1479424216.6245637,558499,1479424216,624445773,,0.4189999997615814,-0.00039999998989515007,2808.75
1479424216.6368601,558500,1479424216,636740752,,0.4189999997615814,-0.00039999998989515007,2808.75
1479424216.645435,558501,1479424216,645234812,,0.4169999957084656,-0.00039999998989515007,2785.5
1479424216.656598,558502,1479424216,656475490,,0.41600000858306885,-0.00039999998989515007,2762.25
1479424216.6656692,558503,1479424216,665538240,,0.41600000858306885,-0.00039999998989515007,2762.25
1479424216.6767597,558504,1479424216,676619910,,0.41499999165534973,-0.00039999998989515007,2785.5
1479424216.6853426,558505,1479424216,685222602,,0.41499999165534973,0.0,2762.25
1479424216.6982937,558506,1479424216,698156366,,0.41499999165534973,0.0,2762.25
1479424216.704552,558507,1479424216,704423116,,0.41499999165534973,0.0,2801.0
1479424216.7173846,558508,1479424216,717234396,,0.41499999165534973,0.0,2762.25
1479424216.725576,558509,1479424216,725438231,,0.41499999165534973,0.0,2762.25
1479424216.73674,558510,1479424216,736613095,,0.41499999165534973,0.0,2777.75
1479424216.7460356,558511,1479424216,745887192,,0.41499999165534973,0.0,2777.75
1479424216.7568328,558512,1479424216,756706095,,0.41499999165534973,0.0,2777.75
1479424216.7653768,558513,1479424216,765209269,,0.41499999165534973,-0.00039999998989515007,2762.25
1479424216.7766087,558514,1479424216,776483999,,0.41499999165534973,0.0,2770.0
1479424216.7856004,558515,1479424216,785435746,,0.41499999165534973,0.0,2770.0
1479424216.798138,558516,1479424216,797929563,,0.41499999165534973,0.0,2785.5
1479424216.805553,558517,1479424216,805390828,,0.41499999165534973,0.0,2754.75
1479424216.817564,558518,1479424216,817434546,,0.41499999165534973,0.0,2754.75
1479424216.8254926,558519,1479424216,825345553,,0.41499999165534973,0.0,2785.5
1479424216.8365946,558520,1479424216,836489562,,0.41499999165534973,0.0,2770.0
1479424216.8456523,558521,1479424216,845466793,,0.41499999165534973,0.0,2770.0
1479424216.8566124,558522,1479424216,856512340,,0.41499999165534973,0.0,2770.0
1479424216.866195,558523,1479424216,865996446,,0.41499999165534973,0.0,2770.0
1479424216.8769627,558524,1479424216,876828071,,0.41499999165534973,0.0,2770.0
1479424216.8853238,558525,1479424216,885160950,,0.4129999876022339,-0.00039999998989515007,2762.25
1479424216.8980782,558526,1479424216,897929591,,0.4090000092983246,-0.00039999998989515007,2777.75
1479424216.9058247,558527,1479424216,905639238,,0.4090000092983246,-0.00039999998989515007,2777.75
1479424216.9173257,558528,1479424216,917180489,,0.40299999713897705,-0.00039999998989515007,2762.25
1479424216.9272177,558529,1479424216,925217452,,0.3970000147819519,-0.0007999999797903001,2762.25
1479424216.9373713,558530,1479424216,937265973,,0.3970000147819519,-0.0007999999797903001,2762.25
1479424216.94475,558531,1479424216,944641873,,0.38999998569488525,-0.0007999999797903001,2770.0
1479424216.9566193,558532,1479424216,956492024,,0.38100001215934753,-0.0007999999797903001,2754.75
1479424216.9655929,558533,1479424216,965461797,,0.38100001215934753,-0.0007999999797903001,2754.75
1479424216.97686,558534,1479424216,976738634,,0.37299999594688416,-0.0007999999797903001,2747.25
1479424216.9847307,558535,1479424216,984616699,,0.367000013589859,-0.00039999998989515007,2777.75
1479424216.998442,558536,1479424216,998310604,,0.367000013589859,-0.00039999998989515007,2777.75
1479424217.0055132,558537,1479424217,5369076,,0.36399999260902405,-0.00039999998989515007,2762.25
1479424217.0166013,558538,1479424217,16464794,,0.3619999885559082,-0.00039999998989515007,2785.5
1479424217.0255654,558539,1479424217,25415259,,0.3619999885559082,-0.00039999998989515007,2785.5
1479424217.0365849,558540,1479424217,36461642,,0.3610000014305115,-0.00039999998989515007,2754.75
1479424217.045403,558541,1479424217,45196271,,0.3580000102519989,-0.00039999998989515007,2732.0
1479424217.0569563,558542,1479424217,56826824,,0.3580000102519989,-0.00039999998989515007,2732.0
1479424217.0647502,558543,1479424217,64622548,,0.35199999809265137,-0.00039999998989515007,2747.25
1479424217.0765996,558544,1479424217,76463165,,0.34200000762939453,-0.0007999999797903001,2747.25
1479424217.086037,558545,1479424217,85888702,,0.34200000762939453,-0.0007999999797903001,2747.25
1479424217.09809,558546,1479424217,97911423,,0.3330000042915344,-0.0007999999797903001,2732.0
1479424217.1045082,558547,1479424217,104367278,,0.3269999921321869,-0.0007999999797903001,2754.75
1479424217.1177578,558548,1479424217,117629210,,0.3269999921321869,-0.0007999999797903001,2754.75
1479424217.125841,558549,1479424217,125684763,,0.32100000977516174,-0.00039999998989515007,2717.25
1479424217.1366186,558550,1479424217,136483675,,0.3179999887943268,-0.00039999998989515007,2762.25
1479424217.1461225,558551,1479424217,145951480,,0.3179999887943268,-0.00039999998989515007,2762.25
1479424217.1566026,558552,1479424217,156463156,,0.31700000166893005,-0.00039999998989515007,2724.75
1479424217.1644917,558553,1479424217,164348930,,0.31700000166893005,-0.00039999998989515007,2732.0
1479424217.1771326,558554,1479424217,177013736,,0.31700000166893005,-0.00039999998989515007,2732.0
1479424217.1845255,558555,1479424217,184392097,,0.3160000145435333,-0.00039999998989515007,2724.75
1479424217.198021,558556,1479424217,197885680,,0.3160000145435333,-0.00039999998989515007,2724.75
1479424217.2059667,558557,1479424217,205825529,,0.3160000145435333,-0.00039999998989515007,2724.75
1479424217.2165928,558558,1479424217,216448635,,0.3160000145435333,0.0,2724.75
1479424217.2272584,558559,1479424217,225922431,,0.3160000145435333,0.0,2732.0
1479424217.2371666,558560,1479424217,237032122,,0.3160000145435333,0.0,2732.0
1479424217.2455232,558561,1479424217,245344480,,0.3160000145435333,-0.00039999998989515007,2702.5
1479424217.2565856,558562,1479424217,256442523,,0.3160000145435333,0.0,2702.5
1479424217.2655163,558563,1479424217,265385948,,0.3160000145435333,0.0,2702.5
1479424217.2767575,558564,1479424217,276632038,,0.3160000145435333,0.0,2724.75
1479424217.2854176,558565,1479424217,285287969,,0.3160000145435333,0.0,2680.75
1479424217.2982674,558566,1479424217,298109582,,0.3160000145435333,0.0,2680.75
1479424217.3045285,558567,1479424217,304403572,,0.3160000145435333,0.0,2702.5
1479424217.3165717,558568,1479424217,316415679,,0.3160000145435333,0.0,2702.5
1479424217.326101,558569,1479424217,325916371,,0.3160000145435333,0.0,2702.5
1479424217.3365989,558570,1479424217,336413849,,0.3160000145435333,0.0,2673.75
1479424217.3448105,558571,1479424217,344644856,,0.3160000145435333,0.0,2688.0
1479424217.3568256,558572,1479424217,356687638,,0.3160000145435333,0.0,2688.0
1479424217.3653803,558573,1479424217,365220264,,0.3160000145435333,0.0,2688.0
1479424217.3768215,558574,1479424217,376633980,,0.3160000145435333,0.0,2666.5
1479424217.3855567,558575,1479424217,385428150,,0.3160000145435333,0.0,2666.5
1479424217.3980296,558576,1479424217,397862916,,0.3160000145435333,0.0,2680.75
1479424217.4045615,558577,1479424217,404460672,,0.3190000057220459,0.0,2673.75
1479424217.4170246,558578,1479424217,416873886,,0.3190000057220459,0.0,2673.75
1479424217.4246035,558579,1479424217,424493959,,0.3230000138282776,0.0,2652.5
1479424217.436567,558580,1479424217,436431182,,0.3269999921321869,0.0,2666.5
1479424217.4457088,558581,1479424217,445464618,,0.3269999921321869,0.0,2666.5
1479424217.4565792,558582,1479424217,456386374,,0.33000001311302185,0.0,2666.5
1479424217.4658148,558583,1479424217,465662309,,0.3310000002384186,0.0,2652.5
1479424217.4768195,558584,1479424217,476663032,,0.3310000002384186,0.0,2652.5
1479424217.484598,558585,1479424217,484463571,,0.3319999873638153,0.0,2666.5
1479424217.4979784,558586,1479424217,497834740,,0.3319999873638153,0.0,2666.5
1479424217.506043,558587,1479424217,505877923,,0.3319999873638153,0.0,2666.5
1479424217.5165548,558588,1479424217,516410569,,0.3319999873638153,0.0,2645.5
1479424217.5254555,558589,1479424217,525324626,,0.3319999873638153,0.0,2659.5
1479424217.5370529,558590,1479424217,536887106,,0.3319999873638153,0.0,2659.5
1479424217.5456593,558591,1479424217,545482734,,0.3319999873638153,0.0,2652.5
1479424217.5565057,558592,1479424217,556367580,,0.3319999873638153,0.0,2631.5
1479424217.5655916,558593,1479424217,565451025,,0.3319999873638153,0.0,2631.5
1479424217.576567,558594,1479424217,576415855,,0.3319999873638153,0.0,2666.5
1479424217.5846062,558595,1479424217,584486428,,0.3319999873638153,0.0,2659.5
1479424217.5984662,558596,1479424217,598324027,,0.3319999873638153,0.0,2659.5
1479424217.604515,558597,1479424217,604392520,,0.3319999873638153,0.0,2624.5
1479424217.616541,558598,1479424217,616392906,,0.3319999873638153,0.0,2652.5
1479424217.6256707,558599,1479424217,625517906,,0.3319999873638153,0.0,2652.5
1479424217.6382518,558600,1479424217,636961908,,0.3319999873638153,0.0,2652.5
1479424217.6458745,558601,1479424217,645715419,,0.3319999873638153,0.0,2617.75
1479424217.656776,558602,1479424217,656631374,,0.3319999873638153,0.0,2617.75
1479424217.6645508,558603,1479424217,664429727,,0.3319999873638153,0.0,2638.5
1479424217.6767838,558604,1479424217,676631467,,0.3319999873638153,0.0,2645.5
1479424217.6857145,558605,1479424217,685615284,,0.3319999873638153,0.0,2645.5
1479424217.6979792,558606,1479424217,697854623,,0.3319999873638153,0.0,2610.75
1479424217.7045803,558607,1479424217,704460592,,0.3319999873638153,0.0,2604.0
1479424217.716992,558608,1479424217,716841634,,0.3319999873638153,0.0,2604.0
1479424217.7272167,558609,1479424217,725194716,,0.3319999873638153,0.0,2604.0
1479424217.7365553,558610,1479424217,736388531,,0.3319999873638153,0.0,2604.0
1479424217.7458515,558611,1479424217,745718997,,0.3319999873638153,0.0,2604.0
1479424217.7565472,558612,1479424217,756413203,,0.3319999873638153,0.0,2590.5
1479424217.7653937,558613,1479424217,765247444,,0.3319999873638153,0.0,2617.75
1479424217.776796,558614,1479424217,776643623,,0.3319999873638153,0.0,2617.75
1479424217.7845707,558615,1479424217,784459438,,0.3319999873638153,0.0,2590.5
1479424217.7979963,558616,1479424217,797790118,,0.3319999873638153,0.0,2557.5
1479424217.805575,558617,1479424217,805408868,,0.3319999873638153,0.0,2557.5
1479424217.8167498,558618,1479424217,816619164,,0.3319999873638153,0.0,2570.5
1479424217.82608,558619,1479424217,825886996,,0.3319999873638153,0.0,2597.25
1479424217.836996,558620,1479424217,836867499,,0.3319999873638153,0.0,2597.25
1479424217.845402,558621,1479424217,845261607,,0.3319999873638153,0.0,2583.75
1479424217.8565326,558622,1479424217,856372111,,0.3319999873638153,0.0,2577.25
1479424217.8656266,558623,1479424217,865489165,,0.3319999873638153,0.0,2577.25
1479424217.8765697,558624,1479424217,876371113,,0.3319999873638153,0.0,2570.5
1479424217.8854487,558625,1479424217,885266922,,0.3319999873638153,0.0,2577.25
1479424217.898873,558626,1479424217,898745394,,0.3319999873638153,0.0,2577.25
1479424217.9046009,558627,1479424217,904490786,,0.3319999873638153,0.0,2570.5
1479424217.9165773,558628,1479424217,916430264,,0.3319999873638153,0.0,2590.5
1479424217.9257007,558629,1479424217,925445834,,0.3319999873638153,0.0,2590.5
1479424217.9368522,558630,1479424217,936659670,,0.3319999873638153,0.0,2590.5
1479424217.94476,558631,1479424217,944660931,,0.3319999873638153,0.0,2557.5
1479424217.9567676,558632,1479424217,956632997,,0.3319999873638153,0.0,2557.5
1479424217.965847,558633,1479424217,965698231,,0.3319999873638153,0.0,2570.5
1479424217.976581,558634,1479424217,976432350,,0.3319999873638153,0.0,2577.25
1479424217.985583,558635,1479424217,985474808,,0.3319999873638153,0.0,2577.25
1479424217.9981868,558636,1479424217,998053058,,0.3319999873638153,0.0,2564.0
1479424218.004583,558637,1479424218,4471862,,0.3319999873638153,0.0,2577.25
1479424218.0168087,558638,1479424218,16687609,,0.3319999873638153,0.0,2577.25
1479424218.0245345,558639,1479424218,24410867,,0.3319999873638153,0.0,2557.5
1479424218.0370965,558640,1479424218,36964998,,0.3319999873638153,0.0,2570.5
1479424218.0457168,558641,1479424218,45493465,,0.3319999873638153,0.0,2570.5
1479424218.0565093,558642,1479424218,56350907,,0.3319999873638153,0.0,2570.5
1479424218.0645797,558643,1479424218,64461613,,0.3319999873638153,0.0,2557.5
1479424218.076754,558644,1479424218,76619919,,0.3319999873638153,0.0,2557.5
1479424218.0845964,558645,1479424218,84481846,,0.3319999873638153,0.0,2564.0
1479424218.098265,558646,1479424218,98051707,,0.3319999873638153,0.0,2564.0
1479424218.106051,558647,1479424218,105869699,,0.3319999873638153,0.0,2564.0
