Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,steering_wheel_angle,steering_wheel_angle_cmd,steering_wheel_torque,speed,enabled,override,driver,fault_wdc,fault_bus1,fault_bus2,fault_calibration,fault_connector
1479424215.5888407,278728,1479424215,588641437,,-0.015707964077591896,0.0,0.0,22.955554962158203,False,False,False,False,False,False,False,True
1479424215.6088614,278729,1479424215,608644417,,-0.01745329238474369,0.0,-0.125,22.950000762939453,False,False,False,False,False,False,False,True
1479424215.6288304,278730,1479424215,628648434,,-0.019198622554540634,0.0,-0.375,22.947221755981445,False,False,False,False,False,False,False,True
1479424215.648898,278731,1479424215,648694646,,-0.02094395086169243,0.0,-0.375,22.94444465637207,False,False,False,False,False,False,False,True
1479424215.6689827,278732,1479424215,668700580,,-0.02094395086169243,0.0,-0.25,22.955554962158203,False,False,False,False,False,False,False,True
1479424215.6889284,278733,1479424215,688745678,,-0.022689281031489372,0.0,-0.3125,22.961111068725586,False,False,False,False,False,False,False,True
1479424215.70905,278734,1479424215,708789380,,-0.022689281031489372,0.0,-0.3125,22.95833396911621,False,False,False,False,False,False,False,True
1479424215.7290525,278735,1479424215,728834102,,-0.022689281031489372,0.0,-0.1875,22.96388816833496,False,False,False,False,False,False,False,True
1479424215.7491574,278736,1479424215,748838217,,-0.022689281031489372,0.0,-0.1875,22.96666717529297,False,False,False,False,False,False,False,True
1479424215.769126,278737,1479424215,768875547,,-0.022689281031489372,0.0,-0.0625,22.98055648803711,False,False,False,False,False,False,False,True
1479424215.7891386,278738,1479424215,788910794,,-0.02094395086169243,0.0,0.375,22.98055648803711,False,False,False,False,False,False,False,True
1479424215.8091476,278739,1479424215,808970155,,-0.015707964077591896,0.0,0.5625,22.98611068725586,False,False,False,False,False,False,False,True
1479424215.8291454,278740,1479424215,828969752,,-0.010471975430846214,0.0,0.4375,22.991666793823242,False,False,False,False,False,False,False,True
1479424215.8492043,278741,1479424215,849020144,,-0.003490658476948738,0.0,0.4375,23.0,False,False,False,False,False,False,False,True
1479424215.8692977,278742,1479424215,869060453,,0.0,0.0,0.375,23.002777099609375,False,False,False,False,False,False,False,True
1479424215.8892891,278743,1479424215,889078254,,0.001745329238474369,0.0,0.375,23.005556106567383,False,False,False,False,False,False,False,True
1479424215.9092765,278744,1479424215,909100030,,0.003490658476948738,0.0,0.4375,23.011110305786133,False,False,False,False,False,False,False,True
1479424215.9293475,278745,1479424215,929149299,,0.003490658476948738,0.0,0.375,23.005556106567383,False,False,False,False,False,False,False,True
1479424215.9493911,278746,1479424215,949184948,,0.003490658476948738,0.0,0.3125,23.011110305786133,False,False,False,False,False,False,False,True
1479424215.9694517,278747,1479424215,969247840,,0.003490658476948738,0.0,0.375,23.008333206176758,False,False,False,False,False,False,False,True
1479424215.9894514,278748,1479424215,989267254,,0.003490658476948738,0.0,0.3125,23.008333206176758,False,False,False,False,False,False,False,True
1479424216.0094993,278749,1479424216,9308940,,0.003490658476948738,0.0,0.4375,23.008333206176758,False,False,False,False,False,False,False,True
1479424216.029527,278750,1479424216,29312603,,0.005235987715423107,0.0,0.5,23.005556106567383,False,False,False,False,False,False,False,True
1479424216.049536,278751,1479424216,49350273,,0.005235987715423107,0.0,0.375,23.0,False,False,False,False,False,False,False,True
1479424216.069583,278752,1479424216,69399492,,0.005235987715423107,0.0,0.5,22.994443893432617,False,False,False,False,False,False,False,True
1479424216.089601,278753,1479424216,89395275,,0.006981316953897476,0.0,0.625,23.008333206176758,False,False,False,False,False,False,False,True
1479424216.1096623,278754,1479424216,109446692,,0.008726646192371845,0.0,0.625,23.01388931274414,False,False,False,False,False,False,False,True
1479424216.129806,278755,1479424216,129491752,,0.013962633907794952,0.0,0.75,23.016666412353516,False,False,False,False,False,False,False,True
1479424216.149789,278756,1479424216,149619950,,0.019198622554540634,0.0,0.625,23.005556106567383,False,False,False,False,False,False,False,True
1479424216.169793,278757,1479424216,169631248,,0.02094395086169243,0.0,0.6875,23.011110305786133,False,False,False,False,False,False,False,True
1479424216.1897807,278758,1479424216,189638029,,0.02617993950843811,0.0,0.625,23.01388931274414,False,False,False,False,False,False,False,True
1479424216.2097983,278759,1479424216,209633261,,0.02967059798538685,0.0,0.75,23.0222225189209,False,False,False,False,False,False,False,True
1479424216.2298496,278760,1479424216,229689083,,0.03316125646233559,0.0,0.5625,23.01944351196289,False,False,False,False,False,False,False,True
1479424216.2498953,278761,1479424216,249704897,,0.03316125646233559,0.0,0.5625,23.011110305786133,False,False,False,False,False,False,False,True
1479424216.2698765,278762,1479424216,269704167,,0.03316125646233559,0.0,0.4375,23.01388931274414,False,False,False,False,False,False,False,True
1479424216.2898934,278763,1479424216,289735342,,0.03141592815518379,0.0,0.1875,23.01944351196289,False,False,False,False,False,False,False,True
1479424216.3099408,278764,1479424216,309785583,,0.03141592815518379,0.0,0.25,23.03333282470703,False,False,False,False,False,False,False,True
1479424216.329982,278765,1479424216,329826038,,0.02967059798538685,0.0,0.1875,23.03333282470703,False,False,False,False,False,False,False,True
1479424216.3500488,278766,1479424216,349887951,,0.027925267815589905,0.0,0.1875,23.038888931274414,False,False,False,False,False,False,False,True
1479424216.370057,278767,1479424216,369910793,,0.027925267815589905,0.0,0.1875,23.044445037841797,False,False,False,False,False,False,False,True
1479424216.39009,278768,1479424216,389933506,,0.027925267815589905,0.0,0.25,23.058332443237305,False,False,False,False,False,False,False,True
1479424216.4101267,278769,1479424216,409964821,,0.027925267815589905,0.0,0.375,23.072221755981445,False,False,False,False,False,False,False,True
1479424216.4301848,278770,1479424216,430012623,,0.027925267815589905,0.0,0.5625,23.077777862548828,False,False,False,False,False,False,False,True
1479424216.4502058,278771,1479424216,450016768,,0.02967059798538685,0.0,0.625,23.09166717529297,False,False,False,False,False,False,False,True
1479424216.470257,278772,1479424216,470074902,,0.03141592815518379,0.0,0.625,23.09722137451172,False,False,False,False,False,False,False,True
1479424216.4903014,278773,1479424216,490124518,,0.03490658476948738,0.0,0.625,23.10555648803711,False,False,False,False,False,False,False,True
1479424216.5103333,278774,1479424216,510141445,,0.036651913076639175,0.0,0.5625,23.100000381469727,False,False,False,False,False,False,False,True
1479424216.5304594,278775,1479424216,530307364,,0.036651913076639175,0.0,0.5625,23.094444274902344,False,False,False,False,False,False,False,True
1479424216.550393,278776,1479424216,550242152,,0.03490658476948738,0.0,0.375,23.094444274902344,False,False,False,False,False,False,False,True
1479424216.5704846,278777,1479424216,570270099,,0.03490658476948738,0.0,0.3125,23.100000381469727,False,False,False,False,False,False,False,True
1479424216.5904229,278778,1479424216,590277828,,0.03316125646233559,0.0,0.25,23.1027774810791,False,False,False,False,False,False,False,True
1479424216.6104808,278779,1479424216,610321234,,0.03316125646233559,0.0,0.3125,23.094444274902344,False,False,False,False,False,False,False,True
1479424216.6305187,278780,1479424216,630350956,,0.03316125646233559,0.0,0.375,23.094444274902344,False,False,False,False,False,False,False,True
1479424216.650527,278781,1479424216,650366546,,0.03316125646233559,0.0,0.25,23.086111068725586,False,False,False,False,False,False,False,True
1479424216.6706553,278782,1479424216,670432722,,0.03316125646233559,0.0,0.1875,23.09166717529297,False,False,False,False,False,False,False,True
1479424216.6905985,278783,1479424216,690437404,,0.03316125646233559,0.0,0.125,23.086111068725586,False,False,False,False,False,False,False,True
1479424216.7106268,278784,1479424216,710464304,,0.03316125646233559,0.0,0.1875,23.080554962158203,False,False,False,False,False,False,False,True
1479424216.730665,278785,1479424216,730486027,,0.03141592815518379,0.0,0.0,23.075000762939453,False,False,False,False,False,False,False,True
1479424216.7507489,278786,1479424216,750534925,,0.027925267815589905,0.0,0.125,23.075000762939453,False,False,False,False,False,False,False,True
1479424216.7708037,278787,1479424216,770620822,,0.027925267815589905,0.0,0.125,23.072221755981445,False,False,False,False,False,False,False,True
1479424216.7908642,278788,1479424216,790690542,,0.02617993950843811,0.0,-0.0625,23.061111450195312,False,False,False,False,False,False,False,True
1479424216.8108366,278789,1479424216,810659401,,0.02617993950843811,0.0,-0.125,23.061111450195312,False,False,False,False,False,False,False,True
1479424216.8308508,278790,1479424216,830689732,,0.024434609338641167,0.0,-0.0625,23.066667556762695,False,False,False,False,False,False,False,True
1479424216.8509305,278791,1479424216,850735348,,0.02094395086169243,0.0,-0.0625,23.077777862548828,False,False,False,False,False,False,False,True
1479424216.8709562,278792,1479424216,870743224,,0.019198622554540634,0.0,-0.1875,23.077777862548828,False,False,False,False,False,False,False,True
1479424216.8911698,278793,1479424216,890937991,,0.013962633907794952,0.0,-0.0625,23.08888816833496,False,False,False,False,False,False,False,True
1479424216.9109814,278794,1479424216,910787885,,0.010471975430846214,0.0,-0.125,23.09722137451172,False,False,False,False,False,False,False,True
1479424216.9310048,278795,1479424216,930838660,,0.006981316953897476,0.0,0.125,23.119443893432617,False,False,False,False,False,False,False,True
1479424216.951064,278796,1479424216,950872043,,0.006981316953897476,0.0,0.1875,23.13888931274414,False,False,False,False,False,False,False,True
1479424216.9711115,278797,1479424216,970913216,,0.006981316953897476,0.0,0.125,23.133333206176758,False,False,False,False,False,False,False,True
1479424216.9913218,278798,1479424216,991164699,,0.006981316953897476,0.0,0.375,23.141666412353516,False,False,False,False,False,False,False,True
1479424217.0113943,278799,1479424217,11241879,,0.006981316953897476,0.0,0.4375,23.149999618530273,False,False,False,False,False,False,False,True
1479424217.031277,278800,1479424217,30989486,,0.006981316953897476,0.0,0.5625,23.16666603088379,False,False,False,False,False,False,False,True
1479424217.0512617,278801,1479424217,51056249,,0.010471975430846214,0.0,0.875,23.174999237060547,False,False,False,False,False,False,False,True
1479424217.071285,278802,1479424217,71099544,,0.015707964077591896,0.0,0.6875,23.169445037841797,False,False,False,False,False,False,False,True
1479424217.0913374,278803,1479424217,91185030,,0.015707964077591896,0.0,0.625,23.169445037841797,False,False,False,False,False,False,False,True
1479424217.111311,278804,1479424217,111137840,,0.01745329238474369,0.0,0.5625,23.172222137451172,False,False,False,False,False,False,False,True
1479424217.1313922,278805,1479424217,131184649,,0.019198622554540634,0.0,0.5625,23.183332443237305,False,False,False,False,False,False,False,True
1479424217.1513765,278806,1479424217,151233618,,0.019198622554540634,0.0,0.5625,23.177778244018555,False,False,False,False,False,False,False,True
1479424217.1713953,278807,1479424217,171244565,,0.01745329238474369,0.0,0.4375,23.177778244018555,False,False,False,False,False,False,False,True
1479424217.1915765,278808,1479424217,191411445,,0.01745329238474369,0.0,0.25,23.174999237060547,False,False,False,False,False,False,False,True
1479424217.211459,278809,1479424217,211304356,,0.015707964077591896,0.0,0.375,23.183332443237305,False,False,False,False,False,False,False,True
1479424217.2315671,278810,1479424217,231355198,,0.015707964077591896,0.0,0.375,23.191667556762695,False,False,False,False,False,False,False,True
1479424217.2516122,278811,1479424217,251442582,,0.01745329238474369,0.0,0.5625,23.18055534362793,False,False,False,False,False,False,False,True
1479424217.2715907,278812,1479424217,271411548,,0.01745329238474369,0.0,0.4375,23.172222137451172,False,False,False,False,False,False,False,True
1479424217.2917988,278813,1479424217,291620313,,0.015707964077591896,0.0,0.5,23.177778244018555,False,False,False,False,False,False,False,True
1479424217.311672,278814,1479424217,311518861,,0.019198622554540634,0.0,0.5,23.18055534362793,False,False,False,False,False,False,False,True
1479424217.3316736,278815,1479424217,331513194,,0.019198622554540634,0.0,0.375,23.174999237060547,False,False,False,False,False,False,False,True
1479424217.3517683,278816,1479424217,351617633,,0.01745329238474369,0.0,0.5,23.163888931274414,False,False,False,False,False,False,False,True
1479424217.3718083,278817,1479424217,371632512,,0.01745329238474369,0.0,0.3125,23.155555725097656,False,False,False,False,False,False,False,True
1479424217.3918552,278818,1479424217,391646466,,0.01745329238474369,0.0,0.25,23.16111183166504,False,False,False,False,False,False,False,True
1479424217.4118178,278819,1479424217,411660458,,0.01745329238474369,0.0,0.375,23.149999618530273,False,False,False,False,False,False,False,True
1479424217.4318871,278820,1479424217,431691314,,0.01745329238474369,0.0,0.25,23.14444351196289,False,False,False,False,False,False,False,True
1479424217.4519012,278821,1479424217,451737036,,0.015707964077591896,0.0,0.3125,23.141666412353516,False,False,False,False,False,False,False,True
1479424217.4719167,278822,1479424217,471747981,,0.01745329238474369,0.0,0.3125,23.141666412353516,False,False,False,False,False,False,False,True
1479424217.4921074,278823,1479424217,491790629,,0.01745329238474369,0.0,0.0,23.133333206176758,False,False,False,False,False,False,False,True
1479424217.5119894,278824,1479424217,511822270,,0.015707964077591896,0.0,0.25,23.122222900390625,False,False,False,False,False,False,False,True
1479424217.5320475,278825,1479424217,531869713,,0.015707964077591896,0.0,0.3125,23.119443893432617,False,False,False,False,False,False,False,True
1479424217.5520692,278826,1479424217,551910975,,0.015707964077591896,0.0,0.0625,23.113889694213867,False,False,False,False,False,False,False,True
1479424217.5720906,278827,1479424217,571911375,,0.015707964077591896,0.0,0.125,23.10555648803711,False,False,False,False,False,False,False,True
1479424217.59214,278828,1479424217,591965133,,0.015707964077591896,0.0,0.1875,23.1027774810791,False,False,False,False,False,False,False,True
1479424217.6121666,278829,1479424217,612007922,,0.013962633907794952,0.0,0.25,23.108333587646484,False,False,False,False,False,False,False,True
1479424217.6322165,278830,1479424217,632020055,,0.013962633907794952,0.0,0.25,23.11111068725586,False,False,False,False,False,False,False,True
1479424217.6523018,278831,1479424217,652055732,,0.013962633907794952,0.0,0.4375,23.11111068725586,False,False,False,False,False,False,False,True
1479424217.6722498,278832,1479424217,672074251,,0.015707964077591896,0.0,0.375,23.11111068725586,False,False,False,False,False,False,False,True
1479424217.6922612,278833,1479424217,692118240,,0.015707964077591896,0.0,0.4375,23.10555648803711,False,False,False,False,False,False,False,True
1479424217.7123165,278834,1479424217,712164214,,0.013962633907794952,0.0,0.375,23.10555648803711,False,False,False,False,False,False,False,True
1479424217.7324116,278835,1479424217,732227511,,0.013962633907794952,0.0,0.4375,23.1027774810791,False,False,False,False,False,False,False,True
1479424217.7523887,278836,1479424217,752225213,,0.013962633907794952,0.0,0.375,23.108333587646484,False,False,False,False,False,False,False,True
1479424217.7724335,278837,1479424217,772283138,,0.013962633907794952,0.0,0.3125,23.100000381469727,False,False,False,False,False,False,False,True
1479424217.79244,278838,1479424217,792284694,,0.013962633907794952,0.0,0.1875,23.09722137451172,False,False,False,False,False,False,False,True
1479424217.8125114,278839,1479424217,812330330,,0.013962633907794952,0.0,0.625,23.1027774810791,False,False,False,False,False,False,False,True
1479424217.8325517,278840,1479424217,832369519,,0.013962633907794952,0.0,0.5625,23.1027774810791,False,False,False,False,False,False,False,True
1479424217.8526256,278841,1479424217,852408788,,0.013962633907794952,0.0,0.0625,23.11111068725586,False,False,False,False,False,False,False,True
1479424217.872579,278842,1479424217,872415816,,0.012217304669320583,0.0,0.4375,23.11111068725586,False,False,False,False,False,False,False,True
1479424217.892626,278843,1479424217,892471913,,0.012217304669320583,0.0,0.4375,23.116666793823242,False,False,False,False,False,False,False,True
1479424217.912652,278844,1479424217,912473175,,0.012217304669320583,0.0,0.0625,23.119443893432617,False,False,False,False,False,False,False,True
1479424217.9326618,278845,1479424217,932514618,,0.010471975430846214,0.0,0.25,23.130556106567383,False,False,False,False,False,False,False,True
1479424217.9527907,278846,1479424217,952614585,,0.010471975430846214,0.0,0.5,23.127777099609375,False,False,False,False,False,False,False,True
1479424217.9727871,278847,1479424217,972617753,,0.010471975430846214,0.0,0.4375,23.125,False,False,False,False,False,False,False,True
1479424217.9928737,278848,1479424217,992661007,,0.012217304669320583,0.0,0.5,23.119443893432617,False,False,False,False,False,False,False,True
1479424218.0128589,278849,1479424218,12686851,,0.012217304669320583,0.0,0.4375,23.113889694213867,False,False,False,False,False,False,False,True
1479424218.0328865,278850,1479424218,32711015,,0.012217304669320583,0.0,0.375,23.10555648803711,False,False,False,False,False,False,False,True
1479424218.0529547,278851,1479424218,52752610,,0.010471975430846214,0.0,0.1875,23.09722137451172,False,False,False,False,False,False,False,True
1479424218.0729682,278852,1479424218,72803458,,0.010471975430846214,0.0,0.125,23.09166717529297,False,False,False,False,False,False,False,True
1479424218.093153,278853,1479424218,93008853,,0.008726646192371845,0.0,-0.125,23.077777862548828,False,False,False,False,False,False,False,True
1479424218.1131873,278854,1479424218,113035543,,0.008726646192371845,0.0,0.25,23.08333396911621,False,False,False,False,False,False,False,True
1479424218.13315,278855,1479424218,133008699,,0.008726646192371845,0.0,0.25,23.075000762939453,False,False,False,False,False,False,False,True
1479424218.1532464,278856,1479424218,153034155,,0.008726646192371845,0.0,0.125,23.063888549804688,False,False,False,False,False,False,False,True
1479424218.1731825,278857,1479424218,173032829,,0.008726646192371845,0.0,0.25,23.061111450195312,False,False,False,False,False,False,False,True
1479424218.1931999,278858,1479424218,193051728,,0.008726646192371845,0.0,0.4375,23.063888549804688,False,False,False,False,False,False,False,True
1479424218.2131133,278859,1479424218,212983458,,0.008726646192371845,0.0,0.375,23.066667556762695,False,False,False,False,False,False,False,True
1479424218.233275,278860,1479424218,233085798,,0.012217304669320583,0.0,0.625,23.066667556762695,False,False,False,False,False,False,False,True
1479424218.2532063,278861,1479424218,253062026,,0.013962633907794952,0.0,0.8125,23.066667556762695,False,False,False,False,False,False,False,True
1479424218.273284,278862,1479424218,273106195,,0.019198622554540634,0.0,0.5625,23.063888549804688,False,False,False,False,False,False,False,True
1479424218.2933247,278863,1479424218,293140989,,0.02094395086169243,0.0,0.9375,23.077777862548828,False,False,False,False,False,False,False,True
1479424218.313339,278864,1479424218,313173640,,0.027925267815589905,0.0,0.75,23.072221755981445,False,False,False,False,False,False,False,True
1479424218.3333707,278865,1479424218,333198359,,0.03141592815518379,0.0,0.75,23.072221755981445,False,False,False,False,False,False,False,True
1479424218.3533843,278866,1479424218,353255057,,0.03141592815518379,0.0,0.8125,23.075000762939453,False,False,False,False,False,False,False,True
1479424218.3734436,278867,1479424218,373280314,,0.03316125646233559,0.0,0.8125,23.077777862548828,False,False,False,False,False,False,False,True
1479424218.3934767,278868,1479424218,393309115,,0.03490658476948738,0.0,0.625,23.077777862548828,False,False,False,False,False,False,False,True
1479424218.413484,278869,1479424218,413335526,,0.03490658476948738,0.0,0.5625,23.075000762939453,False,False,False,False,False,False,False,True
1479424218.4335134,278870,1479424218,433356251,,0.03316125646233559,0.0,0.5,23.075000762939453,False,False,False,False,False,False,False,True
1479424218.4535258,278871,1479424218,453391893,,0.03316125646233559,0.0,0.375,23.072221755981445,False,False,False,False,False,False,False,True
1479424218.473607,278872,1479424218,473431388,,0.03316125646233559,0.0,0.375,23.072221755981445,False,False,False,False,False,False,False,True
1479424218.4936159,278873,1479424218,493486318,,0.03141592815518379,0.0,0.25,23.066667556762695,False,False,False,False,False,False,False,True
1479424218.5136435,278874,1479424218,513486407,,0.02967059798538685,0.0,0.1875,23.063888549804688,False,False,False,False,False,False,False,True
1479424218.5336702,278875,1479424218,533529491,,0.027925267815589905,0.0,0.0,23.061111450195312,False,False,False,False,False,False,False,True
1479424218.5537815,278876,1479424218,553628837,,0.02617993950843811,0.0,-0.125,23.058332443237305,False,False,False,False,False,False,False,True
1479424218.5738308,278877,1479424218,573632143,,0.024434609338641167,0.0,-0.25,23.058332443237305,False,False,False,False,False,False,False,True
1479424218.5939412,278878,1479424218,593655579,,0.02094395086169243,0.0,-0.25,23.052778244018555,False,False,False,False,False,False,False,True
1479424218.6138623,278879,1479424218,613695556,,0.015707964077591896,0.0,-0.1875,23.058332443237305,False,False,False,False,False,False,False,True
1479424218.6338618,278880,1479424218,633705415,,0.012217304669320583,0.0,-0.375,23.058332443237305,False,False,False,False,False,False,False,True
1479424218.653926,278881,1479424218,653761111,,0.008726646192371845,0.0,-0.0625,23.063888549804688,False,False,False,False,False,False,False,True
1479424218.6739378,278882,1479424218,673791740,,0.006981316953897476,0.0,-0.1875,23.063888549804688,False,False,False,False,False,False,False,True
1479424218.6939864,278883,1479424218,693827920,,0.006981316953897476,0.0,-0.0625,23.066667556762695,False,False,False,False,False,False,False,True
1479424218.7140222,278884,1479424218,713872153,,0.006981316953897476,0.0,0.0,23.06944465637207,False,False,False,False,False,False,False,True
1479424218.7343817,278885,1479424218,734164521,,0.006981316953897476,0.0,0.3125,23.075000762939453,False,False,False,False,False,False,False,True
1479424218.754323,278886,1479424218,754174959,,0.008726646192371845,0.0,0.375,23.077777862548828,False,False,False,False,False,False,False,True
1479424218.774301,278887,1479424218,774141667,,0.010471975430846214,0.0,0.5625,23.072221755981445,False,False,False,False,False,False,False,True
1479424218.7943296,278888,1479424218,794137177,,0.013962633907794952,0.0,0.6875,23.075000762939453,False,False,False,False,False,False,False,True
1479424218.8141634,278889,1479424218,814009594,,0.01745329238474369,0.0,0.5,23.075000762939453,False,False,False,False,False,False,False,True
1479424218.8343673,278890,1479424218,834172836,,0.02094395086169243,0.0,0.5625,23.075000762939453,False,False,False,False,False,False,False,True
1479424218.854275,278891,1479424218,854093338,,0.02094395086169243,0.0,0.5,23.075000762939453,False,False,False,False,False,False,False,True
1479424218.874254,278892,1479424218,874105972,,0.022689281031489372,0.0,0.5,23.077777862548828,False,False,False,False,False,False,False,True
1479424218.8943357,278893,1479424218,894186662,,0.022689281031489372,0.0,0.5,23.080554962158203,False,False,False,False,False,False,False,True
1479424218.9144855,278894,1479424218,914322773,,0.022689281031489372,0.0,0.375,23.08888816833496,False,False,False,False,False,False,False,True
1479424218.9344146,278895,1479424218,934263045,,0.022689281031489372,0.0,0.25,23.09722137451172,False,False,False,False,False,False,False,True
1479424218.9544365,278896,1479424218,954292786,,0.02094395086169243,0.0,0.3125,23.094444274902344,False,False,False,False,False,False,False,True
1479424218.9744287,278897,1479424218,974277885,,0.019198622554540634,0.0,0.375,23.10555648803711,False,False,False,False,False,False,False,True
1479424218.9945064,278898,1479424218,994320822,,0.019198622554540634,0.0,0.5625,23.116666793823242,False,False,False,False,False,False,False,True
1479424219.0145142,278899,1479424219,14383877,,0.019198622554540634,0.0,0.625,23.127777099609375,False,False,False,False,False,False,False,True
1479424219.0346563,278900,1479424219,34446698,,0.02094395086169243,0.0,0.6875,23.127777099609375,False,False,False,False,False,False,False,True
1479424219.054634,278901,1479424219,54455410,,0.022689281031489372,0.0,0.625,23.130556106567383,False,False,False,False,False,False,False,True
1479424219.0746126,278902,1479424219,74462364,,0.022689281031489372,0.0,0.625,23.133333206176758,False,False,False,False,False,False,False,True
1479424219.0946398,278903,1479424219,94510621,,0.024434609338641167,0.0,0.625,23.141666412353516,False,False,False,False,False,False,False,True
