Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,brake_torque_request,brake_torque_actual,wheel_torque_actual,accel_over_ground,hsa.status,hsa.mode,abs_active,abs_enabled,stab_active,stab_enabled,trac_active,trac_enabled,parking_brake.status,stationary
1479424215.6634614,279199,1479424215,663229408,,0.0,0.0,568.0,0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424215.6833973,279200,1479424215,683190784,,0.0,0.0,564.0,0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424215.703461,279201,1479424215,703242580,,0.0,0.0,572.0,0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424215.723414,279202,1479424215,723203231,,0.0,0.0,576.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424215.7434287,279203,1479424215,743207098,,0.0,0.0,580.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424215.763463,279204,1479424215,763206238,,0.0,0.0,572.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424215.7834568,279205,1479424215,783229376,,0.0,0.0,568.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424215.8034322,279206,1479424215,803226661,,0.0,0.0,572.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424215.8234837,279207,1479424215,823227119,,0.0,0.0,564.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424215.8433976,279208,1479424215,843216476,,0.0,0.0,564.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424215.8634324,279209,1479424215,863205260,,0.0,0.0,564.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424215.88337,279210,1479424215,883189617,,0.0,0.0,568.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424215.9034045,279211,1479424215,903203142,,0.0,0.0,564.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424215.923425,279212,1479424215,923208014,,0.0,0.0,576.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424215.943573,279213,1479424215,943375174,,0.0,0.0,580.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424215.96334,279214,1479424215,963184557,,0.0,0.0,580.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424215.9833925,279215,1479424215,983209663,,0.0,0.0,572.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424216.0034614,279216,1479424216,3199521,,0.0,0.0,572.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424216.0234182,279217,1479424216,23207178,,0.0,0.0,568.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424216.0435603,279218,1479424216,43396960,,0.0,0.0,568.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424216.063368,279219,1479424216,63201597,,0.0,0.0,568.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424216.0833783,279220,1479424216,83196132,,0.0,0.0,556.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424216.1033266,279221,1479424216,103157846,,0.0,0.0,560.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424216.1233788,279222,1479424216,123186681,,0.0,0.0,568.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424216.143521,279223,1479424216,143396241,,0.0,0.0,572.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424216.1633573,279224,1479424216,163211151,,0.0,0.0,568.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424216.1833353,279225,1479424216,183213191,,0.0,0.0,568.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424216.203375,279226,1479424216,203224894,,0.0,0.0,576.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424216.2271838,279227,1479424216,227006263,,0.0,0.0,584.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424216.24355,279228,1479424216,243392699,,0.0,0.0,596.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424216.2635157,279229,1479424216,263339836,,0.0,0.0,592.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424216.283481,279230,1479424216,283348664,,0.0,0.0,600.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424216.3035204,279231,1479424216,303392402,,0.0,0.0,592.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424216.3235502,279232,1479424216,323390988,,0.0,0.0,608.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424216.343782,279233,1479424216,343644775,,0.0,0.0,608.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424216.363377,279234,1479424216,363200404,,0.0,0.0,608.0,0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424216.3833947,279235,1479424216,383228726,,0.0,0.0,604.0,0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424216.403369,279236,1479424216,403218732,,0.0,0.0,608.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424216.423504,279237,1479424216,423204175,,0.0,0.0,612.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424216.4433246,279238,1479424216,443190707,,0.0,0.0,612.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424216.4633355,279239,1479424216,463190376,,0.0,0.0,624.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424216.4833908,279240,1479424216,483203707,,0.0,0.0,636.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424216.5033345,279241,1479424216,503185692,,0.0,0.0,652.0,0.14000000059604645,0,1,False,True,False,True,False,True,0,False
1479424216.5233836,279242,1479424216,523183873,,0.0,0.0,656.0,0.14000000059604645,0,1,False,True,False,True,False,True,0,False
1479424216.5433779,279243,1479424216,543235942,,0.0,0.0,660.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424216.5634336,279244,1479424216,563245599,,0.0,0.0,656.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424216.5833595,279245,1479424216,583204281,,0.0,0.0,652.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424216.6033988,279246,1479424216,603237879,,0.0,0.0,640.0,0.14000000059604645,0,1,False,True,False,True,False,True,0,False
1479424216.6233916,279247,1479424216,623201809,,0.0,0.0,632.0,0.14000000059604645,0,1,False,True,False,True,False,True,0,False
1479424216.6433587,279248,1479424216,643200264,,0.0,0.0,628.0,0.14000000059604645,0,1,False,True,False,True,False,True,0,False
1479424216.6634085,279249,1479424216,663237414,,0.0,0.0,628.0,0.14000000059604645,0,1,False,True,False,True,False,True,0,False
1479424216.683348,279250,1479424216,683189170,,0.0,0.0,636.0,0.14000000059604645,0,1,False,True,False,True,False,True,0,False
1479424216.7033932,279251,1479424216,703232658,,0.0,0.0,644.0,0.14000000059604645,0,1,False,True,False,True,False,True,0,False
1479424216.723354,279252,1479424216,723193526,,0.0,0.0,656.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424216.7433891,279253,1479424216,743226805,,0.0,0.0,660.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424216.7633178,279254,1479424216,763186119,,0.0,0.0,652.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424216.7833908,279255,1479424216,783210514,,0.0,0.0,644.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424216.8033772,279256,1479424216,803200097,,0.0,0.0,632.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424216.8233757,279257,1479424216,823203046,,0.0,0.0,616.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424216.8434532,279258,1479424216,843250631,,0.0,0.0,612.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424216.8633814,279259,1479424216,863203102,,0.0,0.0,612.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424216.8833556,279260,1479424216,883204580,,0.0,0.0,612.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424216.9033966,279261,1479424216,903247143,,0.0,0.0,608.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424216.9271777,279262,1479424216,923237419,,0.0,0.0,608.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424216.9433665,279263,1479424216,943202931,,0.0,0.0,612.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424216.9634168,279264,1479424216,963235301,,0.0,0.0,624.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424216.9834387,279265,1479424216,983190951,,0.0,0.0,620.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424217.003398,279266,1479424217,3201662,,0.0,0.0,620.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424217.023416,279267,1479424217,23238058,,0.0,0.0,616.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424217.0433962,279268,1479424217,43234029,,0.0,0.0,616.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424217.0634265,279269,1479424217,63206375,,0.0,0.0,624.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424217.085029,279270,1479424217,83188725,,0.0,0.0,616.0,0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424217.1034584,279271,1479424217,103202544,,0.0,0.0,608.0,0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424217.123363,279272,1479424217,123199716,,0.0,0.0,600.0,0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424217.143395,279273,1479424217,143240572,,0.0,0.0,600.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424217.163379,279274,1479424217,163211465,,0.0,0.0,592.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424217.1834633,279275,1479424217,183265660,,0.0,0.0,588.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424217.2034597,279276,1479424217,203263822,,0.0,0.0,580.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424217.2271876,279277,1479424217,223240867,,0.0,0.0,572.0,0.14000000059604645,0,1,False,True,False,True,False,True,0,False
1479424217.2435045,279278,1479424217,243340525,,0.0,0.0,568.0,0.14000000059604645,0,1,False,True,False,True,False,True,0,False
1479424217.2635953,279279,1479424217,263410300,,0.0,0.0,564.0,0.14000000059604645,0,1,False,True,False,True,False,True,0,False
1479424217.2834368,279280,1479424217,283238037,,0.0,0.0,556.0,0.14000000059604645,0,1,False,True,False,True,False,True,0,False
1479424217.3034852,279281,1479424217,303342463,,0.0,0.0,548.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424217.3234076,279282,1479424217,323245603,,0.0,0.0,552.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424217.3435366,279283,1479424217,343279108,,0.0,0.0,552.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424217.3633707,279284,1479424217,363202106,,0.0,0.0,540.0,0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424217.3834052,279285,1479424217,383241581,,0.0,0.0,540.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424217.4034078,279286,1479424217,403249117,,0.0,0.0,536.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424217.423472,279287,1479424217,423258580,,0.0,0.0,532.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424217.4434052,279288,1479424217,443200634,,0.0,0.0,524.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424217.4633582,279289,1479424217,463200897,,0.0,0.0,516.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424217.4833648,279290,1479424217,483199067,,0.0,0.0,512.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424217.5034387,279291,1479424217,503235113,,0.0,0.0,520.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424217.5234334,279292,1479424217,523263276,,0.0,0.0,516.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424217.5434182,279293,1479424217,543254910,,0.0,0.0,516.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424217.5633998,279294,1479424217,563238122,,0.0,0.0,508.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424217.5834036,279295,1479424217,583239329,,0.0,0.0,504.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424217.6034365,279296,1479424217,603243966,,0.0,0.0,500.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424217.6234007,279297,1479424217,623263477,,0.0,0.0,492.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424217.6434574,279298,1479424217,643270218,,0.0,0.0,488.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424217.6634512,279299,1479424217,663283864,,0.0,0.0,484.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424217.6834376,279300,1479424217,683265910,,0.0,0.0,488.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424217.7033663,279301,1479424217,703234240,,0.0,0.0,488.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424217.727169,279302,1479424217,723240981,,0.0,0.0,496.0,-0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424217.7434704,279303,1479424217,743248533,,0.0,0.0,500.0,-0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424217.7634163,279304,1479424217,763239941,,0.0,0.0,504.0,-0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424217.783426,279305,1479424217,783263712,,0.0,0.0,496.0,-0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424217.8033934,279306,1479424217,803243513,,0.0,0.0,484.0,-0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424217.823464,279307,1479424217,823201261,,0.0,0.0,480.0,-0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424217.8434994,279308,1479424217,843256757,,0.0,0.0,472.0,-0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424217.8634267,279309,1479424217,863248867,,0.0,0.0,464.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424217.883383,279310,1479424217,883236407,,0.0,0.0,464.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424217.9033918,279311,1479424217,903248331,,0.0,0.0,468.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424217.9256568,279312,1479424217,923238124,,0.0,0.0,476.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424217.943448,279313,1479424217,943266230,,0.0,0.0,488.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424217.9634037,279314,1479424217,963245878,,0.0,0.0,496.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424217.985385,279315,1479424217,983259650,,0.0,0.0,496.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424218.0034668,279316,1479424218,3271778,,0.0,0.0,492.0,-0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424218.0234036,279317,1479424218,23234706,,0.0,0.0,488.0,-0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424218.0434024,279318,1479424218,43237398,,0.0,0.0,488.0,-0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424218.063379,279319,1479424218,63234807,,0.0,0.0,484.0,-0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424218.0834045,279320,1479424218,83238494,,0.0,0.0,480.0,-0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424218.1034193,279321,1479424218,103247096,,0.0,0.0,480.0,-0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424218.1234114,279322,1479424218,123235505,,0.0,0.0,472.0,-0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424218.1434815,279323,1479424218,143266970,,0.0,0.0,468.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424218.1633813,279324,1479424218,163200564,,0.0,0.0,468.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424218.1834717,279325,1479424218,183261088,,0.0,0.0,472.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424218.203424,279326,1479424218,203230247,,0.0,0.0,468.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424218.2233825,279327,1479424218,223235590,,0.0,0.0,468.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424218.2434695,279328,1479424218,243281497,,0.0,0.0,468.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424218.263382,279329,1479424218,263236328,,0.0,0.0,464.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424218.2834122,279330,1479424218,283236377,,0.0,0.0,464.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424218.3034384,279331,1479424218,303282200,,0.0,0.0,464.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424218.3233976,279332,1479424218,323235483,,0.0,0.0,472.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424218.343419,279333,1479424218,343260262,,0.0,0.0,484.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424218.363411,279334,1479424218,363235673,,0.0,0.0,488.0,-0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424218.3833752,279335,1479424218,383204538,,0.0,0.0,496.0,-0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424218.4033973,279336,1479424218,403243993,,0.0,0.0,512.0,-0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424218.4234521,279337,1479424218,423247365,,0.0,0.0,528.0,-0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424218.4434593,279338,1479424218,443260274,,0.0,0.0,536.0,-0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424218.4633994,279339,1479424218,463237287,,0.0,0.0,552.0,-0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424218.4834383,279340,1479424218,483246669,,0.0,0.0,564.0,-0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424218.5034254,279341,1479424218,503234348,,0.0,0.0,568.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424218.5233881,279342,1479424218,523237814,,0.0,0.0,572.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424218.5434318,279343,1479424218,543261076,,0.0,0.0,572.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424218.5633717,279344,1479424218,563234965,,0.0,0.0,576.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424218.5835013,279345,1479424218,583314849,,0.0,0.0,580.0,-0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424218.6034214,279346,1479424218,603240932,,0.0,0.0,580.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424218.6233852,279347,1479424218,623236236,,0.0,0.0,584.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424218.6433208,279348,1479424218,643187564,,0.0,0.0,588.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424218.663384,279349,1479424218,663235792,,0.0,0.0,592.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424218.6851506,279350,1479424218,683239432,,0.0,0.0,588.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424218.703466,279351,1479424218,703279449,,0.0,0.0,592.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424218.7233715,279352,1479424218,723223613,,0.0,0.0,596.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424218.74341,279353,1479424218,743224470,,0.0,0.0,612.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424218.7633984,279354,1479424218,763268902,,0.0,0.0,616.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424218.7834163,279355,1479424218,783261735,,0.0,0.0,612.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424218.80344,279356,1479424218,803234440,,0.0,0.0,612.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424218.8234687,279357,1479424218,823286465,,0.0,0.0,612.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424218.843431,279358,1479424218,843263922,,0.0,0.0,604.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424218.863388,279359,1479424218,863244845,,0.0,0.0,588.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424218.8834236,279360,1479424218,883261689,,0.0,0.0,584.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424218.9033856,279361,1479424218,903235070,,0.0,0.0,580.0,0.0,0,1,False,True,False,True,False,True,0,False
1479424218.9233954,279362,1479424218,923242232,,0.0,0.0,584.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424218.9434643,279363,1479424218,943291478,,0.0,0.0,588.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424218.9633925,279364,1479424218,963265358,,0.0,0.0,592.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424218.983409,279365,1479424218,983225922,,0.0,0.0,592.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424219.0034637,279366,1479424219,3304845,,0.0,0.0,592.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424219.023353,279367,1479424219,23233992,,0.0,0.0,592.0,0.03500000014901161,0,1,False,True,False,True,False,True,0,False
1479424219.0434368,279368,1479424219,43295255,,0.0,0.0,592.0,0.07000000029802322,0,1,False,True,False,True,False,True,0,False
1479424219.0633554,279369,1479424219,63222712,,0.0,0.0,592.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424219.0833905,279370,1479424219,83237670,,0.0,0.0,584.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424219.1034493,279371,1479424219,103234374,,0.0,0.0,584.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424219.1233778,279372,1479424219,123249290,,0.0,0.0,584.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
1479424219.1433544,279373,1479424219,143233901,,0.0,0.0,588.0,0.10499999672174454,0,1,False,True,False,True,False,True,0,False
