Time,throttle_pc,throttle_rate,engine_rpm,left_image_path,center_image_path,right_image_path
1479424214.8852625,0.4180000126361847,0.0,2762.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424216376863356.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424216384937452.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424216381302656.png
1479424214.8981345,0.4180000126361847,0.0,2762.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424216426864732.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424216434979406.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424216432071699.png
1479424214.9053388,0.4180000126361847,0.0,2739.5,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424216476992614.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424216484793288.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424216482048160.png
1479424214.9167342,0.4120000004768371,-0.0003999999898951,2754.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424216528110611.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424216534932465.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424216531637196.png
1479424214.9254837,0.4120000004768371,-0.0003999999898951,2754.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424216577422665.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424216584965256.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424216581324040.png
1479424214.9363716,0.4099999964237213,-0.0003999999898951,2762.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424216626893541.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424216634893833.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424216631559323.png
1479424214.945409,0.4090000092983246,-0.0003999999898951,2754.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424216676870686.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424216684844433.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424216681423307.png
1479424214.9565954,0.4090000092983246,-0.0003999999898951,2754.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424216727342546.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424216734979719.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424216731344693.png
1479424214.9652505,0.4079999923706054,-0.0003999999898951,2762.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424216777440999.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424216785186447.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424216781914209.png
1479424214.9765809,0.4059999883174896,-0.0003999999898951,2739.5,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424216827011822.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424216835076923.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424216831448159.png
1479424214.9854586,0.4059999883174896,-0.0003999999898951,2739.5,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424216877123171.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424216885486180.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424216881391066.png
1479424214.9979093,0.402999997138977,-0.0003999999898951,2770.0,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424216927135266.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424216935024914.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424216931370814.png
1479424215.0053885,0.3989999890327453,-0.0003999999898951,2747.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424216977107650.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424216984929530.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424216981421172.png
1479424215.016582,0.3989999890327453,-0.0003999999898951,2747.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424217027394761.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424217034917866.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424217032014982.png
1479424215.025285,0.3959999978542328,-0.0003999999898951,2754.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424217077616319.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424217084973257.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424217085023892.png
1479424215.03677,0.395000010728836,-0.0003999999898951,2770.0,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424217127387945.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424217135210170.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424217132107855.png
1479424215.0454693,0.395000010728836,-0.0003999999898951,2770.0,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424217177012226.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424217185033558.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424217181805973.png
1479424215.0564065,0.395000010728836,-0.0003999999898951,2739.5,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424217227095540.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424217234858569.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424217231992391.png
1479424215.064463,0.395000010728836,0.0,2747.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424217277050338.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424217285081930.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424217281194334.png
1479424215.0767512,0.395000010728836,0.0,2747.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424217327020927.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424217334994439.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424217331307724.png
1479424215.085314,0.395000010728836,-0.0003999999898951,2762.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424217377041405.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424217385226748.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424217381926631.png
1479424215.0983458,0.3939999938011169,-0.0003999999898951,2724.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424217427109612.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424217435161859.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424217431356200.png
1479424215.1058366,0.3939999938011169,-0.0003999999898951,2724.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424217477032730.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424217484970812.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424217483137236.png
1479424215.1168938,0.3930000066757202,-0.0003999999898951,2754.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424217527370438.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424217535064363.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424217531493201.png
1479424215.1255677,0.3919999897480011,-0.0003999999898951,2747.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424217577146160.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424217585168741.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424217581982241.png
1479424215.137091,0.3919999897480011,-0.0003999999898951,2747.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424217627139878.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424217635085443.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424217631348739.png
1479424215.1456356,0.3899999856948852,-0.0003999999898951,2747.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424217677104566.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424217684994816.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424217681430155.png
1479424215.1572146,0.3899999856948852,-0.0003999999898951,2754.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424217727018510.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424217738403141.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424217732136075.png
1479424215.1655874,0.3899999856948852,-0.0003999999898951,2754.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424217777081513.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424217785192453.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424217781531250.png
1479424215.1765883,0.3889999985694885,-0.0003999999898951,2754.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424217827313289.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424217835084284.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424217831483946.png
1479424215.1859963,0.3889999985694885,0.0,2739.5,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424217877908028.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424217885513224.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424217881385193.png
1479424215.198305,0.3889999985694885,0.0,2739.5,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424217927259401.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424217934987312.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424217931342810.png
1479424215.20554,0.3889999985694885,-0.0003999999898951,2754.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424217977013462.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424217985337344.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424217981365029.png
1479424215.2167988,0.3880000114440918,-0.0003999999898951,2754.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424218027415375.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424218035390994.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424218031502858.png
1479424215.2256117,0.3880000114440918,-0.0003999999898951,2754.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424218077027601.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424218085001837.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424218081479566.png
1479424215.2366729,0.3860000073909759,-0.0003999999898951,2754.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424218127001885.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424218134987477.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424218131493149.png
1479424215.245388,0.3849999904632568,-0.0003999999898951,2739.5,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424218177063608.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424218185100794.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424218181244988.png
1479424215.2567844,0.3849999904632568,-0.0003999999898951,2739.5,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424218227004945.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424218235122071.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424218231781197.png
1479424215.2695377,0.3849999904632568,-0.0003999999898951,2754.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424218277004433.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424218284877023.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424218281301015.png
1479424215.2769237,0.3849999904632568,-0.0003999999898951,2747.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424218327344934.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424218335464666.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424218331335155.png
1479424215.2856762,0.3849999904632568,-0.0003999999898951,2747.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424218377296585.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424218384906571.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424218381645309.png
1479424215.298036,0.3849999904632568,-0.0003999999898951,2724.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424218427226874.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424218434918059.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424218431430938.png
1479424215.305513,0.3849999904632568,0.0,2724.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424218477879900.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424218485035327.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424218481544581.png
1479424215.3167636,0.3849999904632568,0.0,2724.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424218527229786.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424218535226794.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424218531510083.png
1479424215.3258903,0.3849999904632568,0.0,2754.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424218576969385.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424218585503654.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424218581462789.png
1479424215.3365417,0.3849999904632568,0.0,2747.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424218627250285.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424218635122927.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424218631540873.png
1479424215.3461945,0.3849999904632568,0.0,2747.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424218677177265.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424218685087887.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424218681457877.png
1479424215.3565562,0.3840000033378601,-0.0003999999898951,2762.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424218727213916.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424218735262308.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424218731695947.png
1479424215.365405,0.3840000033378601,-0.0003999999898951,2739.5,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424218777112356.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424218785139731.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424218781541842.png
1479424215.37692,0.3840000033378601,-0.0003999999898951,2739.5,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424218827122978.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424218835090676.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424218831647971.png
1479424215.386114,0.3840000033378601,-0.0003999999898951,2747.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424218877167365.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424218885094304.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424218881623724.png
1479424215.3981292,0.3840000033378601,0.0,2739.5,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424218927441244.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424218935148147.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424218931654292.png
1479424215.4056413,0.3840000033378601,0.0,2739.5,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424218978164566.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424218985309093.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424218981791490.png
1479424215.4165585,0.3840000033378601,0.0,2739.5,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424219027518609.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424219035276153.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424219031620121.png
1479424215.4255052,0.3840000033378601,0.0,2717.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424219078194384.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424219085330924.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424219083500039.png
1479424215.436754,0.3840000033378601,0.0,2717.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424219127893798.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424219135191550.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424219132468806.png
1479424215.4460084,0.3840000033378601,0.0,2747.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424219177374879.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424219185345922.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424219181577253.png
1479424215.4564602,0.382999986410141,-0.0003999999898951,2717.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424219228060900.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424219235453849.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424219231801204.png
1479424215.4658284,0.382999986410141,-0.0003999999898951,2717.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424219277548361.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424219285392797.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424219282372963.png
1479424215.4764698,0.382999986410141,-0.0003999999898951,2747.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424219327734864.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424219335551976.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424219331720143.png
1479424215.4853914,0.382999986410141,-0.0003999999898951,2739.5,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424219377695289.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424219385493187.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424219381818624.png
1479424215.4988368,0.382999986410141,-0.0003999999898951,2739.5,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424219427504806.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424219435588896.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424219431699531.png
1479424215.5059674,0.382999986410141,0.0,2710.0,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424219477518153.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424219485669815.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424219481922977.png
1479424215.5165217,0.382999986410141,0.0,2747.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424219527446989.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424219535540415.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424219531867290.png
1479424215.5256405,0.382999986410141,0.0,2747.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424219577502943.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424219585535058.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424219581690981.png
1479424215.536538,0.382999986410141,0.0,2717.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424219627572183.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424219635615391.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424219632626640.png
1479424215.5456264,0.382999986410141,0.0,2732.0,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424219677624792.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424219685599059.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424219681932338.png
1479424215.557299,0.382999986410141,0.0,2732.0,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424219727448816.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424219735527248.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424219731798159.png
1479424215.5653045,0.382999986410141,0.0,2724.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424219777607981.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424219785565172.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424219782203704.png
1479424215.576633,0.382999986410141,0.0,2717.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424219827543296.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424219835540611.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424219831914633.png
1479424215.58558,0.382999986410141,0.0,2717.25,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424219877552876.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424219886612002.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424219882572242.png
1479424215.598264,0.382999986410141,0.0,2732.0,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424219927520073.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424219935719325.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424219932056563.png
1479424215.6059272,0.382999986410141,0.0,2739.5,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424219978096157.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424219985696775.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424219983079385.png
1479424215.617137,0.382999986410141,0.0,2739.5,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424220027905486.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424220035704535.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424220031891410.png
1479424215.6245456,0.382999986410141,0.0,2710.0,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424220078165771.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424220086220556.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424220082076108.png
1479424215.6365197,0.382999986410141,0.0,2724.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424220127673746.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424220135847380.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424220132184266.png
1479424215.6458597,0.382999986410141,0.0,2724.75,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424220177724433.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424220185685888.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424220182029724.png
1479424215.656803,0.382999986410141,0.0,2739.5,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424220227641077.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424220235684556.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424220232699527.png
1479424215.6658227,0.382999986410141,0.0,2710.0,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424220277526050.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424220285714375.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424220282058820.png
1479424215.676976,0.382999986410141,0.0,2710.0,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424220329166941.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424220335679494.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424220332153974.png
1479424215.684513,0.382999986410141,0.0,2739.5,./Data/ROSBAG/Ch2_002/images/HMB_1\left\frame_1479424220377638913.png,./Data/ROSBAG/Ch2_002/images/HMB_1\center\frame_1479424220385639337.png,./Data/ROSBAG/Ch2_002/images/HMB_1\right\frame_1479424220382019898.png
