Time,steering_wheel_angle,steering_wheel_torque,speed,left_image_path,center_image_path,right_image_path
1479424215.4085207,-0.0191986225545406,-0.625,82.77999801635742,,,
1479424215.4285684,-0.0226892810314893,-0.4375,82.79000244140626,,,
1479424215.448571,-0.0261799395084381,-0.3125,82.80999755859374,,,
1479424215.4686458,-0.0279252678155899,-0.375,82.77999801635742,,,
1479424215.4888144,-0.0279252678155899,0.0,82.76000289916992,,,
1479424215.5086677,-0.0261799395084381,0.1875,82.7300033569336,,,
1479424215.528758,-0.0209439508616924,0.1875,82.71000137329102,,,
1479424215.5487652,-0.0191986225545406,0.1875,82.6800018310547,,,
1479424215.5688398,-0.0157079640775918,0.0625,82.63000030517578,,,
1479424215.5888407,-0.0157079640775918,0.0,82.63999786376954,,,
1479424215.6088614,-0.0174532923847436,-0.125,82.62000274658203,,,
1479424215.6288304,-0.0191986225545406,-0.375,82.60999832153321,,,
1479424215.648898,-0.0209439508616924,-0.375,82.60000076293946,,,
1479424215.6689827,-0.0209439508616924,-0.25,82.63999786376954,,,
1479424215.6889284,-0.0226892810314893,-0.3125,82.6599998474121,,,
1479424215.70905,-0.0226892810314893,-0.3125,82.65000228881836,,,
1479424215.7290523,-0.0226892810314893,-0.1875,82.66999740600586,,,
1479424215.7491574,-0.0226892810314893,-0.1875,82.6800018310547,,,
1479424215.769126,-0.0226892810314893,-0.0625,82.7300033569336,,,
1479424215.7891386,-0.0209439508616924,0.375,82.7300033569336,,,
1479424215.8091476,-0.0157079640775918,0.5625,82.7499984741211,,,
1479424215.8291454,-0.0104719754308462,0.4375,82.77000045776366,,,
1479424215.8492043,-0.0034906584769487,0.4375,82.8,,,
1479424215.8692975,0.0,0.375,82.80999755859374,,,
1479424215.8892891,0.0017453292384743,0.375,82.82000198364258,,,
1479424215.9092765,0.0034906584769487,0.4375,82.83999710083008,,,
1479424215.9293475,0.0034906584769487,0.375,82.82000198364258,,,
1479424215.9493911,0.0034906584769487,0.3125,82.83999710083008,,,
1479424215.9694517,0.0034906584769487,0.375,82.82999954223634,,,
1479424215.9894514,0.0034906584769487,0.3125,82.82999954223634,,,
1479424216.0094993,0.0034906584769487,0.4375,82.82999954223634,,,
1479424216.029527,0.0052359877154231,0.5,82.82000198364258,,,
1479424216.049536,0.0052359877154231,0.375,82.8,,,
1479424216.069583,0.0052359877154231,0.5,82.77999801635742,,,
1479424216.089601,0.0069813169538974,0.625,82.82999954223634,,,
1479424216.1096623,0.0087266461923718,0.625,82.85000152587891,,,
1479424216.129806,0.0139626339077949,0.75,82.85999908447268,,,
1479424216.149789,0.0191986225545406,0.625,82.82000198364258,,,
1479424216.169793,0.0209439508616924,0.6875,82.83999710083008,,,
1479424216.1897807,0.0261799395084381,0.625,82.85000152587891,,,
1479424216.2097983,0.0296705979853868,0.75,82.88000106811523,,,
1479424216.2298496,0.0331612564623355,0.5625,82.86999664306641,,,
1479424216.249895,0.0331612564623355,0.5625,82.83999710083008,,,
1479424216.2698765,0.0331612564623355,0.4375,82.85000152587891,,,
1479424216.2898934,0.0314159281551837,0.1875,82.86999664306641,,,
1479424216.3099408,0.0314159281551837,0.25,82.91999816894531,,,
1479424216.329982,0.0296705979853868,0.1875,82.91999816894531,,,
1479424216.3500488,0.0279252678155899,0.1875,82.94000015258788,,,
1479424216.370057,0.0279252678155899,0.1875,82.96000213623049,,,
1479424216.39009,0.0279252678155899,0.25,83.0099967956543,,,
1479424216.4101267,0.0279252678155899,0.375,83.0599983215332,,,
1479424216.4301848,0.0279252678155899,0.5625,83.08000030517579,,,
1479424216.4502058,0.0296705979853868,0.625,83.13000183105468,,,
1479424216.470257,0.0314159281551837,0.625,83.14999694824219,,,
1479424216.4903014,0.0349065847694873,0.625,83.1800033569336,,,
1479424216.5103333,0.0366519130766391,0.5625,83.16000137329102,,,
1479424216.5304594,0.0366519130766391,0.5625,83.13999938964844,,,
1479424216.550393,0.0349065847694873,0.375,83.13999938964844,,,
1479424216.5704846,0.0349065847694873,0.3125,83.16000137329102,,,
1479424216.5904229,0.0331612564623355,0.25,83.16999893188476,,,
1479424216.6104808,0.0331612564623355,0.3125,83.13999938964844,,,
1479424216.630519,0.0331612564623355,0.375,83.13999938964844,,,
1479424216.650527,0.0331612564623355,0.25,83.1099998474121,,,
1479424216.6706553,0.0331612564623355,0.1875,83.13000183105468,,,
1479424216.6905985,0.0331612564623355,0.125,83.1099998474121,,,
1479424216.7106268,0.0331612564623355,0.1875,83.08999786376954,,,
1479424216.730665,0.0314159281551837,0.0,83.07000274658203,,,
1479424216.7507489,0.0279252678155899,0.125,83.07000274658203,,,
1479424216.7708037,0.0279252678155899,0.125,83.0599983215332,,,
1479424216.7908642,0.0261799395084381,-0.0625,83.02000122070312,,,
1479424216.8108366,0.0261799395084381,-0.125,83.02000122070312,,,
1479424216.8308508,0.0244346093386411,-0.0625,83.0400032043457,,,
1479424216.8509305,0.0209439508616924,-0.0625,83.08000030517579,,,
1479424216.8709562,0.0191986225545406,-0.1875,83.08000030517579,,,
1479424216.8911698,0.0139626339077949,-0.0625,83.11999740600587,,,
1479424216.9109814,0.0104719754308462,-0.125,83.14999694824219,,,
1479424216.9310048,0.0069813169538974,0.125,83.22999801635743,,,
1479424216.951064,0.0069813169538974,0.1875,83.30000152587891,,,
1479424216.9711115,0.0069813169538974,0.125,83.27999954223634,,,
1479424216.9913218,0.0069813169538974,0.375,83.30999908447266,,,
1479424217.0113945,0.0069813169538974,0.4375,83.339998626709,,,
1479424217.031277,0.0069813169538974,0.5625,83.39999771118164,,,
1479424217.0512617,0.0104719754308462,0.875,83.42999725341797,,,
1479424217.071285,0.0157079640775918,0.6875,83.41000213623049,,,
1479424217.0913374,0.0157079640775918,0.625,83.41000213623049,,,
1479424217.111311,0.0174532923847436,0.5625,83.41999969482421,,,
1479424217.1313922,0.0191986225545406,0.5625,83.4599967956543,,,
1479424217.1513765,0.0191986225545406,0.5625,83.4400016784668,,,
1479424217.1713953,0.0174532923847436,0.4375,83.4400016784668,,,
1479424217.1915765,0.0174532923847436,0.25,83.42999725341797,,,
1479424217.211459,0.0157079640775918,0.375,83.4599967956543,,,
1479424217.2315671,0.0157079640775918,0.375,83.4900032043457,,,
1479424217.2516122,0.0174532923847436,0.5625,83.44999923706055,,,
1479424217.2715907,0.0174532923847436,0.4375,83.41999969482421,,,
1479424217.2917988,0.0157079640775918,0.5,83.4400016784668,,,
1479424217.311672,0.0191986225545406,0.5,83.44999923706055,,,
1479424217.3316736,0.0191986225545406,0.375,83.42999725341797,,,
1479424217.3517685,0.0174532923847436,0.5,83.39000015258787,,,
1479424217.3718083,0.0174532923847436,0.3125,83.36000061035156,,,
1479424217.3918552,0.0174532923847436,0.25,83.38000259399415,,,
1479424217.4118178,0.0174532923847436,0.375,83.339998626709,,,
1479424217.4318871,0.0174532923847436,0.25,83.3199966430664,,,
1479424217.4519012,0.0157079640775918,0.3125,83.30999908447266,,,
1479424217.471917,0.0174532923847436,0.3125,83.30999908447266,,,
1479424217.4921074,0.0174532923847436,0.0,83.27999954223634,,,
1479424217.5119894,0.0157079640775918,0.25,83.24000244140625,,,
1479424217.5320475,0.0157079640775918,0.3125,83.22999801635743,,,
1479424217.5520692,0.0157079640775918,0.0625,83.21000289916992,,,
1479424217.5720906,0.0157079640775918,0.125,83.1800033569336,,,
1479424217.59214,0.0157079640775918,0.1875,83.16999893188476,,,
1479424217.6121666,0.0139626339077949,0.25,83.19000091552735,,,
1479424217.6322165,0.0139626339077949,0.25,83.1999984741211,,,
1479424217.6523018,0.0139626339077949,0.4375,83.1999984741211,,,
1479424217.6722498,0.0157079640775918,0.375,83.1999984741211,,,
1479424217.6922612,0.0157079640775918,0.4375,83.1800033569336,,,
1479424217.7123165,0.0139626339077949,0.375,83.1800033569336,,,
1479424217.7324116,0.0139626339077949,0.4375,83.16999893188476,,,
1479424217.7523887,0.0139626339077949,0.375,83.19000091552735,,,
1479424217.7724335,0.0139626339077949,0.3125,83.16000137329102,,,
1479424217.79244,0.0139626339077949,0.1875,83.14999694824219,,,
1479424217.8125114,0.0139626339077949,0.625,83.16999893188476,,,
1479424217.8325517,0.0139626339077949,0.5625,83.16999893188476,,,
1479424217.8526256,0.0139626339077949,0.0625,83.1999984741211,,,
1479424217.872579,0.0122173046693205,0.4375,83.1999984741211,,,
1479424217.892626,0.0122173046693205,0.4375,83.22000045776366,,,
1479424217.912652,0.0122173046693205,0.0625,83.22999801635743,,,
1479424217.9326618,0.0104719754308462,0.25,83.27000198364259,,,
1479424217.9527907,0.0104719754308462,0.5,83.25999755859374,,,
1479424217.9727871,0.0104719754308462,0.4375,83.25,,,
1479424217.9928737,0.0122173046693205,0.5,83.22999801635743,,,
1479424218.0128589,0.0122173046693205,0.4375,83.21000289916992,,,
1479424218.0328865,0.0122173046693205,0.375,83.1800033569336,,,
1479424218.052955,0.0104719754308462,0.1875,83.14999694824219,,,
1479424218.0729682,0.0104719754308462,0.125,83.13000183105468,,,
1479424218.093153,0.0087266461923718,-0.125,83.08000030517579,,,
1479424218.1131873,0.0087266461923718,0.25,83.10000228881836,,,
1479424218.13315,0.0087266461923718,0.25,83.07000274658203,,,
1479424218.1532464,0.0087266461923718,0.125,83.02999877929688,,,
1479424218.1731825,0.0087266461923718,0.25,83.02000122070312,,,
1479424218.1932,0.0087266461923718,0.4375,83.02999877929688,,,
1479424218.2131133,0.0087266461923718,0.375,83.0400032043457,,,
1479424218.233275,0.0122173046693205,0.625,83.0400032043457,,,
1479424218.2532065,0.0139626339077949,0.8125,83.0400032043457,,,
1479424218.273284,0.0191986225545406,0.5625,83.02999877929688,,,
1479424218.2933247,0.0209439508616924,0.9375,83.08000030517579,,,
1479424218.313339,0.0279252678155899,0.75,83.0599983215332,,,
1479424218.3333707,0.0314159281551837,0.75,83.0599983215332,,,
1479424218.3533845,0.0314159281551837,0.8125,83.07000274658203,,,
1479424218.3734436,0.0331612564623355,0.8125,83.08000030517579,,,
1479424218.3934767,0.0349065847694873,0.625,83.08000030517579,,,
1479424218.413484,0.0349065847694873,0.5625,83.07000274658203,,,
1479424218.4335134,0.0331612564623355,0.5,83.07000274658203,,,
1479424218.4535258,0.0331612564623355,0.375,83.0599983215332,,,
1479424218.473607,0.0331612564623355,0.375,83.0599983215332,,,
1479424218.493616,0.0314159281551837,0.25,83.0400032043457,,,
1479424218.5136435,0.0296705979853868,0.1875,83.02999877929688,,,
1479424218.5336702,0.0279252678155899,0.0,83.02000122070312,,,
1479424218.5537815,0.0261799395084381,-0.125,83.0099967956543,,,
1479424218.5738308,0.0244346093386411,-0.25,83.0099967956543,,,
1479424218.5939412,0.0209439508616924,-0.25,82.9900016784668,,,
1479424218.6138625,0.0157079640775918,-0.1875,83.0099967956543,,,
1479424218.6338618,0.0122173046693205,-0.375,83.0099967956543,,,
1479424218.653926,0.0087266461923718,-0.0625,83.02999877929688,,,
1479424218.6739378,0.0069813169538974,-0.1875,83.02999877929688,,,
1479424218.6939864,0.0069813169538974,-0.0625,83.0400032043457,,,
1479424218.7140222,0.0069813169538974,0.0,83.05000076293946,,,
1479424218.7343817,0.0069813169538974,0.3125,83.07000274658203,,,
1479424218.754323,0.0087266461923718,0.375,83.08000030517579,,,
1479424218.774301,0.0104719754308462,0.5625,83.0599983215332,,,
1479424218.7943296,0.0139626339077949,0.6875,83.07000274658203,,,
1479424218.8141634,0.0174532923847436,0.5,83.07000274658203,,,
1479424218.8343673,0.0209439508616924,0.5625,83.07000274658203,,,
1479424218.854275,0.0209439508616924,0.5,83.07000274658203,,,
1479424218.874254,0.0226892810314893,0.5,83.08000030517579,,,
1479424218.8943355,0.0226892810314893,0.5,83.08999786376954,,,
1479424218.9144857,0.0226892810314893,0.375,83.11999740600587,,,
1479424218.9344146,0.0226892810314893,0.25,83.14999694824219,,,
1479424218.9544363,0.0209439508616924,0.3125,83.13999938964844,,,
1479424218.974429,0.0191986225545406,0.375,83.1800033569336,,,
1479424218.9945064,0.0191986225545406,0.5625,83.22000045776366,,,
1479424219.0145142,0.0191986225545406,0.625,83.25999755859374,,,
1479424219.0346563,0.0209439508616924,0.6875,83.25999755859374,,,
1479424219.054634,0.0226892810314893,0.625,83.27000198364259,,,
1479424219.0746126,0.0226892810314893,0.625,83.27999954223634,,,
1479424219.0946398,0.0244346093386411,0.625,83.30999908447266,,,
1479424219.114653,0.0244346093386411,0.6875,83.339998626709,,,
1479424219.1347823,0.0244346093386411,0.75,83.35000305175781,,,
1479424219.1548033,0.0244346093386411,0.625,83.35000305175781,,,
1479424219.174777,0.0261799395084381,0.6875,83.33000106811524,,,
1479424219.1948445,0.0261799395084381,0.5625,83.33000106811524,,,
1479424219.2148423,0.0261799395084381,0.5625,83.339998626709,,,
1479424219.2348938,0.0261799395084381,0.5,83.339998626709,,,
1479424219.2550435,0.0261799395084381,0.5,83.3199966430664,,,
1479424219.2749531,0.0261799395084381,0.3125,83.3199966430664,,,
1479424219.295002,0.0261799395084381,0.375,83.339998626709,,,
1479424219.3150594,0.0261799395084381,0.4375,83.339998626709,,,
1479424219.3351142,0.0261799395084381,0.4375,83.36000061035156,,,
1479424219.3551123,0.0261799395084381,0.5,83.36999816894532,,,
1479424219.375121,0.0261799395084381,0.5625,83.39999771118164,,,
1479424219.3951852,0.0261799395084381,0.625,83.39999771118164,,,
1479424219.4152212,0.0279252678155899,0.6875,83.41000213623049,,,
1479424219.435348,0.0279252678155899,0.75,83.41999969482421,,,
1479424219.455297,0.0296705979853868,0.6875,83.41999969482421,,,
1479424219.4753118,0.0296705979853868,0.625,83.41999969482421,,,
1479424219.495392,0.0296705979853868,0.625,83.38000259399415,,,
1479424219.5153496,0.0296705979853868,0.5625,83.39999771118164,,,
1479424219.5355568,0.0296705979853868,0.875,83.41999969482421,,,
1479424219.555487,0.0314159281551837,0.75,83.42999725341797,,,
1479424219.575491,0.0331612564623355,0.75,83.41000213623049,,,
1479424219.5955343,0.0331612564623355,0.625,83.39999771118164,,,
1479424219.6155932,0.0331612564623355,0.6875,83.41999969482421,,,
1479424219.6355846,0.0331612564623355,0.6875,83.41999969482421,,,
1479424219.6556942,0.0331612564623355,0.75,83.4400016784668,,,
1479424219.6757078,0.0331612564623355,0.8125,83.41000213623049,,,
1479424219.6957822,0.0349065847694873,0.8125,83.41999969482421,,,
1479424219.7158349,0.0383972451090812,0.875,83.41000213623049,,,
1479424219.7358518,0.0383972451090812,0.6875,83.41000213623049,,,
1479424219.7559192,0.0383972451090812,0.8125,83.39999771118164,,,
1479424219.7758243,0.0383972451090812,0.6875,83.41000213623049,,,
1479424219.7958913,0.0383972451090812,0.5625,83.39999771118164,,,
1479424219.8158731,0.0383972451090812,0.625,83.39000015258787,,,
1479424219.8359509,0.0383972451090812,0.625,83.38000259399415,,,
1479424219.8560016,0.0383972451090812,0.5625,83.339998626709,,,
1479424219.8760438,0.0383972451090812,0.4375,83.339998626709,,,
1479424219.8960574,0.0383972451090812,0.5625,83.339998626709,,,
1479424219.9160464,0.0383972451090812,0.5,83.35000305175781,,,
1479424219.9361353,0.0383972451090812,0.4375,83.33000106811524,,,
1479424219.956196,0.0383972451090812,0.25,83.30999908447266,,,
1479424219.976148,0.0366519130766391,0.1875,83.30999908447266,,,
1479424219.9962611,0.0349065847694873,0.0625,83.33000106811524,,,
1479424220.016266,0.0314159281551837,0.125,83.36999816894532,,,
1479424220.0362816,0.0314159281551837,0.0625,83.38000259399415,,,
1479424220.056352,0.0296705979853868,0.0,83.39999771118164,,,
1479424220.076324,0.0279252678155899,0.125,83.41000213623049,,,
1479424220.0963511,0.0279252678155899,0.125,83.4599967956543,,,
1479424220.1164343,0.0279252678155899,0.1875,83.47999877929688,,,
1479424220.1364071,0.0279252678155899,0.25,83.47999877929688,,,
1479424220.1564603,0.0279252678155899,0.25,83.4900032043457,,,
1479424220.1765263,0.0296705979853868,0.3125,83.4900032043457,,,
1479424220.1965442,0.0296705979853868,0.25,83.5099983215332,,,
1479424220.2167718,0.0279252678155899,0.1875,83.47999877929688,,,
1479424220.2366526,0.0279252678155899,0.0625,83.47000122070312,,,
1479424220.2566495,0.0279252678155899,0.0,83.4400016784668,,,
1479424220.276989,0.0279252678155899,-0.125,83.41999969482421,,,
1479424220.2967548,0.0244346093386411,-0.25,83.41000213623049,,,
1479424220.316794,0.0191986225545406,-0.125,83.41999969482421,,,
1479424220.336772,0.0157079640775918,-0.125,83.41999969482421,,,
1479424220.3569834,0.0122173046693205,-0.25,83.41999969482421,,,
1479424220.3770366,0.0087266461923718,-0.25,83.41999969482421,,,
1479424220.3968475,0.0052359877154231,-0.125,83.41999969482421,,,
1479424220.4169557,0.0034906584769487,-0.25,83.44999923706055,,,
1479424220.4370694,0.0017453292384743,0.0625,83.4599967956543,,,
1479424220.456988,0.0017453292384743,0.125,83.50000076293945,,,
1479424220.477593,0.0017453292384743,0.375,83.5099983215332,,,
1479424220.4970152,0.0034906584769487,0.4375,83.52000274658204,,,
1479424220.5170708,0.0052359877154231,0.5,83.52000274658204,,,
1479424220.537084,0.0069813169538974,0.3125,83.52000274658204,,,
1479424220.5571244,0.0069813169538974,0.5,83.53999786376953,,,
1479424220.5771978,0.0087266461923718,0.4375,83.53999786376953,,,
1479424220.5972548,0.0087266461923718,0.3125,83.53999786376953,,,
1479424220.6172736,0.0087266461923718,0.4375,83.5599998474121,,,
1479424220.6374152,0.0087266461923718,0.625,83.56999740600587,,,
1479424220.6573105,0.0104719754308462,0.4375,83.5599998474121,,,
1479424220.6773472,0.0104719754308462,0.4375,83.53000030517579,,,
1479424220.6973786,0.0104719754308462,0.375,83.53000030517579,,,
1479424220.7174163,0.0104719754308462,0.375,83.55000228881836,,,
1479424220.7374103,0.0104719754308462,0.4375,83.55000228881836,,,
1479424220.7574434,0.0122173046693205,0.5625,83.53999786376953,,,
1479424220.7775028,0.0122173046693205,0.4375,83.53000030517579,,,
1479424220.79753,0.0122173046693205,0.375,83.52000274658204,,,
1479424220.8175404,0.0122173046693205,0.3125,83.53999786376953,,,
1479424220.8375418,0.0122173046693205,0.25,83.5599998474121,,,
1479424220.857652,0.0122173046693205,0.25,83.56999740600587,,,
1479424220.8776588,0.0122173046693205,0.25,83.56999740600587,,,
1479424220.897693,0.0104719754308462,0.0625,83.56999740600587,,,
1479424220.9177809,0.0104719754308462,0.125,83.5999969482422,,,
1479424220.937786,0.0104719754308462,0.1875,83.61000137329101,,,
1479424220.957812,0.0104719754308462,0.0625,83.61999893188477,,,
1479424220.9778645,0.0087266461923718,0.25,83.6300033569336,,,
1479424220.9979265,0.0087266461923718,0.3125,83.64999847412109,,,
1479424221.0179417,0.0087266461923718,0.3125,83.64999847412109,,,
1479424221.0382187,0.0087266461923718,0.1875,83.6300033569336,,,
1479424221.057961,0.0087266461923718,0.375,83.64000091552735,,,
1479424221.0780022,0.0087266461923718,0.25,83.64999847412109,,,
1479424221.0981658,0.0069813169538974,0.25,83.6300033569336,,,
1479424221.1180875,0.0069813169538974,0.3125,83.5999969482422,,,
1479424221.138108,0.0069813169538974,0.3125,83.58000183105469,,,
1479424221.1581244,0.0069813169538974,0.375,83.58999938964844,,,
1479424221.1782205,0.0069813169538974,0.3125,83.56999740600587,,,
1479424221.1982653,0.0069813169538974,0.1875,83.5599998474121,,,
1479424221.218267,0.0069813169538974,0.0625,83.53999786376953,,,
1479424221.238232,0.0069813169538974,0.125,83.55000228881836,,,
1479424221.258273,0.0069813169538974,0.125,83.56999740600587,,,
1479424221.278338,0.0069813169538974,0.1875,83.56999740600587,,,
1479424221.2983878,0.0069813169538974,0.125,83.56999740600587,,,
1479424221.3184173,0.0069813169538974,0.0,83.58000183105469,,,
1479424221.3384442,0.0069813169538974,0.0,83.61000137329101,,,
1479424221.3584452,0.0052359877154231,0.0625,83.6300033569336,,,
1479424221.3785222,0.0052359877154231,0.125,83.61999893188477,,,
1479424221.3985078,0.0052359877154231,0.0625,83.61999893188477,,,
1479424221.418593,0.0052359877154231,0.125,83.61000137329101,,,
1479424221.438588,0.0052359877154231,0.0625,83.61000137329101,,,
1479424221.4586709,0.0052359877154231,0.0,83.5999969482422,,,
1479424221.4786458,0.0052359877154231,0.0,83.5999969482422,,,
1479424221.4988203,0.0034906584769487,0.0,83.5999969482422,,,
1479424221.5187683,0.0034906584769487,0.1875,83.61000137329101,,,
1479424221.5387428,0.0034906584769487,0.1875,83.61999893188477,,,
1479424221.5587924,0.0034906584769487,0.1875,83.61000137329101,,,
1479424221.5788395,0.0034906584769487,0.125,83.61000137329101,,,
1479424221.5989158,0.0034906584769487,0.25,83.6300033569336,,,
1479424221.6189003,0.0034906584769487,0.125,83.64999847412109,,,
1479424221.6389997,0.0034906584769487,0.0625,83.64999847412109,,,
1479424221.658976,0.0034906584769487,0.125,83.64000091552735,,,
1479424221.6790602,0.0034906584769487,-0.125,83.64000091552735,,,
1479424221.6990137,0.0017453292384743,-0.25,83.64000091552735,,,
1479424221.7190816,0.0017453292384743,-0.5,83.64000091552735,,,
1479424221.7390656,-0.0034906584769487,-0.625,83.6300033569336,,,
1479424221.75921,-0.0139626339077949,-0.8125,83.61000137329101,,,
1479424221.779262,-0.0244346093386411,-0.625,83.61000137329101,,,
1479424221.7992387,-0.0349065847694873,-0.6875,83.61000137329101,,,
1479424221.8192332,-0.0436332300305366,-0.625,83.5999969482422,,,
1479424221.8393998,-0.0488692186772823,-0.5625,83.58000183105469,,,
1479424221.85934,-0.0523598790168762,-0.375,83.56999740600587,,,
1479424221.879359,-0.0523598790168762,-0.1875,83.58000183105469,,,
1479424221.8994374,-0.0506145469844341,0.125,83.58999938964844,,,
1479424221.9194386,-0.0471238903701305,0.25,83.58999938964844,,,
1479424221.939529,-0.040142573416233,0.4375,83.58999938964844,,,
1479424221.9594696,-0.0296705979853868,0.5,83.61000137329101,,,
1479424221.9796045,-0.0191986225545406,0.3125,83.64999847412109,,,
1479424221.999709,-0.0087266461923718,0.1875,83.64000091552735,,,
1479424222.0195892,0.0,0.375,83.61000137329101,,,
1479424222.0396926,0.0017453292384743,0.3125,83.61000137329101,,,
1479424222.0597346,0.0052359877154231,0.375,83.61999893188477,,,
1479424222.079735,0.0069813169538974,0.5,83.61000137329101,,,
1479424222.0998068,0.0087266461923718,0.5,83.58999938964844,,,
1479424222.119764,0.0104719754308462,0.3125,83.56999740600587,,,
1479424222.140043,0.0122173046693205,0.3125,83.53999786376953,,,
1479424222.1598413,0.0122173046693205,0.1875,83.53000030517579,,,
1479424222.179888,0.0104719754308462,0.125,83.52000274658204,,,
1479424222.2002168,0.0104719754308462,0.125,83.5099983215332,,,
1479424222.21994,0.0087266461923718,0.0625,83.52000274658204,,,
1479424222.2399583,0.0087266461923718,0.1875,83.53000030517579,,,
1479424222.2599826,0.0104719754308462,0.25,83.53000030517579,,,
1479424222.2800806,0.0104719754308462,0.1875,83.53000030517579,,,
1479424222.3001914,0.0104719754308462,0.0625,83.53999786376953,,,
1479424222.3201106,0.0087266461923718,0.0,83.5599998474121,,,
1479424222.3403091,0.0087266461923718,-0.1875,83.58000183105469,,,
1479424222.3601336,0.0069813169538974,-0.0625,83.58999938964844,,,
1479424222.3802316,0.0052359877154231,0.0,83.58999938964844,,,
1479424222.400278,0.0052359877154231,0.0625,83.5999969482422,,,
1479424222.4202323,0.0052359877154231,0.125,83.61000137329101,,,
1479424222.4404583,0.0052359877154231,0.125,83.61000137329101,,,
1479424222.4603229,0.0052359877154231,0.0,83.61000137329101,,,
1479424222.4803772,0.0052359877154231,-0.125,83.61999893188477,,,
1479424222.5004551,0.0052359877154231,0.0625,83.6300033569336,,,
1479424222.520395,0.0052359877154231,0.0625,83.6300033569336,,,
1479424222.5404778,0.0052359877154231,0.0,83.61999893188477,,,
1479424222.5605288,0.0052359877154231,0.0625,83.61999893188477,,,
1479424222.580618,0.0052359877154231,0.0,83.6300033569336,,,
1479424222.6006882,0.0052359877154231,-0.0625,83.64999847412109,,,
1479424222.620659,0.0052359877154231,-0.0625,83.66000289916992,,,
1479424222.6406837,0.0034906584769487,-0.1875,83.64999847412109,,,
1479424222.6606853,0.0034906584769487,-0.25,83.66000289916992,,,
1479424222.680849,0.0034906584769487,-0.3125,83.67999801635743,,,
1479424222.700772,0.0017453292384743,-0.375,83.7,,,
1479424222.720809,0.0017453292384743,-0.3125,83.70999755859374,,,
1479424222.7409053,0.0017453292384743,-0.3125,83.72000198364258,,,
1479424222.7608812,0.0017453292384743,-0.3125,83.72999954223634,,,
1479424222.7809305,0.0017453292384743,-0.25,83.7699966430664,,,
1479424222.8008664,0.0017453292384743,-0.3125,83.7699966430664,,,
1479424222.8208675,0.0017453292384743,-0.3125,83.7699966430664,,,
1479424222.8410077,0.0017453292384743,-0.4375,83.81000061035157,,,
1479424222.8609684,0.0017453292384743,-0.1875,83.84999771118164,,,
1479424222.8809793,0.0017453292384743,-0.3125,83.83000259399414,,,
1479424222.901051,0.0,-0.4375,83.789998626709,,,
1479424222.9212673,-0.0034906584769487,-0.4375,83.7699966430664,,,
1479424222.9412143,-0.0052359877154231,-0.5625,83.7699966430664,,,
1479424222.9611845,-0.0104719754308462,-0.625,83.75999908447267,,,
1479424222.9812655,-0.0139626339077949,-0.625,83.7,,,
1479424223.0013576,-0.0209439508616924,-0.8125,83.64999847412109,,,
1479424223.021315,-0.0279252678155899,-1.0625,83.6300033569336,,,
1479424223.0413013,-0.0366519130766391,-1.0625,83.61999893188477,,,
1479424223.061381,-0.0471238903701305,-0.9375,83.6300033569336,,,
1479424223.0814202,-0.0558505356311798,-0.8125,83.6300033569336,,,
1479424223.101487,-0.0610865242779254,-0.8125,83.61999893188477,,,
