Time,brake_torque_actual,wheel_torque_actual,accel_over_ground,stationary
1479424215.5836153,0.0,596.0,0.0700000002980232,0
1479424215.603399,0.0,584.0,0.0700000002980232,0
1479424215.6234193,0.0,580.0,0.0700000002980232,0
1479424215.6434238,0.0,568.0,0.0700000002980232,0
1479424215.6634614,0.0,568.0,0.0700000002980232,0
1479424215.6833973,0.0,564.0,0.0700000002980232,0
1479424215.703461,0.0,572.0,0.0700000002980232,0
1479424215.723414,0.0,576.0,0.0350000001490116,0
1479424215.7434287,0.0,580.0,0.0350000001490116,0
1479424215.763463,0.0,572.0,0.0350000001490116,0
1479424215.7834568,0.0,568.0,0.0350000001490116,0
1479424215.8034322,0.0,572.0,0.0350000001490116,0
1479424215.8234837,0.0,564.0,0.0350000001490116,0
1479424215.8433976,0.0,564.0,0.0350000001490116,0
1479424215.8634324,0.0,564.0,0.0350000001490116,0
1479424215.88337,0.0,568.0,0.0350000001490116,0
1479424215.9034045,0.0,564.0,0.0350000001490116,0
1479424215.923425,0.0,576.0,0.0,0
1479424215.943573,0.0,580.0,0.0,0
1479424215.96334,0.0,580.0,0.0,0
1479424215.9833925,0.0,572.0,0.0350000001490116,0
1479424216.0034614,0.0,572.0,0.0350000001490116,0
1479424216.0234182,0.0,568.0,0.0350000001490116,0
1479424216.0435605,0.0,568.0,0.0350000001490116,0
1479424216.063368,0.0,568.0,0.0350000001490116,0
1479424216.0833783,0.0,556.0,0.0350000001490116,0
1479424216.1033266,0.0,560.0,0.0350000001490116,0
1479424216.1233788,0.0,568.0,0.0350000001490116,0
1479424216.143521,0.0,572.0,0.0350000001490116,0
1479424216.1633573,0.0,568.0,0.0350000001490116,0
1479424216.1833353,0.0,568.0,0.0350000001490116,0
1479424216.203375,0.0,576.0,0.0350000001490116,0
1479424216.2271838,0.0,584.0,0.0350000001490116,0
1479424216.24355,0.0,596.0,0.0350000001490116,0
1479424216.2635157,0.0,592.0,0.0350000001490116,0
1479424216.283481,0.0,600.0,0.0350000001490116,0
1479424216.3035204,0.0,592.0,0.0350000001490116,0
1479424216.3235502,0.0,608.0,0.0350000001490116,0
1479424216.343782,0.0,608.0,0.0350000001490116,0
1479424216.363377,0.0,608.0,0.0700000002980232,0
1479424216.3833947,0.0,604.0,0.0700000002980232,0
1479424216.403369,0.0,608.0,0.1049999967217445,0
1479424216.423504,0.0,612.0,0.1049999967217445,0
1479424216.4433246,0.0,612.0,0.1049999967217445,0
1479424216.4633355,0.0,624.0,0.1049999967217445,0
1479424216.4833908,0.0,636.0,0.1049999967217445,0
1479424216.5033343,0.0,652.0,0.1400000005960464,0
1479424216.5233836,0.0,656.0,0.1400000005960464,0
1479424216.543378,0.0,660.0,0.1049999967217445,0
1479424216.5634336,0.0,656.0,0.1049999967217445,0
1479424216.5833597,0.0,652.0,0.1049999967217445,0
1479424216.6033988,0.0,640.0,0.1400000005960464,0
1479424216.6233916,0.0,632.0,0.1400000005960464,0
1479424216.6433587,0.0,628.0,0.1400000005960464,0
1479424216.6634085,0.0,628.0,0.1400000005960464,0
1479424216.683348,0.0,636.0,0.1400000005960464,0
1479424216.7033932,0.0,644.0,0.1400000005960464,0
1479424216.723354,0.0,656.0,0.1049999967217445,0
1479424216.7433891,0.0,660.0,0.0350000001490116,0
1479424216.7633178,0.0,652.0,0.0350000001490116,0
1479424216.7833908,0.0,644.0,0.1049999967217445,0
1479424216.8033772,0.0,632.0,0.1049999967217445,0
1479424216.8233757,0.0,616.0,0.1049999967217445,0
1479424216.8434532,0.0,612.0,0.1049999967217445,0
1479424216.8633814,0.0,612.0,0.1049999967217445,0
1479424216.8833556,0.0,612.0,0.1049999967217445,0
1479424216.9033966,0.0,608.0,0.1049999967217445,0
1479424216.9271777,0.0,608.0,0.1049999967217445,0
1479424216.9433663,0.0,612.0,0.1049999967217445,0
1479424216.9634168,0.0,624.0,0.1049999967217445,0
1479424216.9834387,0.0,620.0,0.1049999967217445,0
1479424217.003398,0.0,620.0,0.1049999967217445,0
1479424217.023416,0.0,616.0,0.1049999967217445,0
1479424217.0433962,0.0,616.0,0.1049999967217445,0
1479424217.0634265,0.0,624.0,0.1049999967217445,0
1479424217.085029,0.0,616.0,0.0700000002980232,0
1479424217.1034584,0.0,608.0,0.0700000002980232,0
1479424217.123363,0.0,600.0,0.0700000002980232,0
1479424217.143395,0.0,600.0,0.1049999967217445,0
1479424217.163379,0.0,592.0,0.1049999967217445,0
1479424217.183463,0.0,588.0,0.1049999967217445,0
1479424217.2034595,0.0,580.0,0.1049999967217445,0
1479424217.2271876,0.0,572.0,0.1400000005960464,0
1479424217.2435043,0.0,568.0,0.1400000005960464,0
1479424217.263595,0.0,564.0,0.1400000005960464,0
1479424217.2834368,0.0,556.0,0.1400000005960464,0
1479424217.3034852,0.0,548.0,0.1049999967217445,0
1479424217.3234076,0.0,552.0,0.1049999967217445,0
1479424217.3435366,0.0,552.0,0.1049999967217445,0
1479424217.363371,0.0,540.0,0.0700000002980232,0
1479424217.3834052,0.0,540.0,0.0350000001490116,0
1479424217.4034078,0.0,536.0,0.0350000001490116,0
1479424217.423472,0.0,532.0,0.0350000001490116,0
1479424217.4434052,0.0,524.0,0.0350000001490116,0
1479424217.4633582,0.0,516.0,0.0,0
1479424217.4833648,0.0,512.0,0.0,0
1479424217.5034387,0.0,520.0,0.0,0
1479424217.5234334,0.0,516.0,0.0,0
1479424217.5434182,0.0,516.0,0.0,0
1479424217.5633998,0.0,508.0,-0.0350000001490116,0
1479424217.5834036,0.0,504.0,-0.0350000001490116,0
1479424217.6034365,0.0,500.0,-0.0350000001490116,0
1479424217.6234007,0.0,492.0,-0.0350000001490116,0
1479424217.6434574,0.0,488.0,-0.0350000001490116,0
1479424217.6634512,0.0,484.0,-0.0350000001490116,0
1479424217.6834376,0.0,488.0,-0.0350000001490116,0
1479424217.7033665,0.0,488.0,-0.0350000001490116,0
1479424217.727169,0.0,496.0,-0.0700000002980232,0
1479424217.7434704,0.0,500.0,-0.1049999967217445,0
1479424217.7634163,0.0,504.0,-0.1049999967217445,0
1479424217.783426,0.0,496.0,-0.0700000002980232,0
1479424217.8033934,0.0,484.0,-0.0700000002980232,0
1479424217.823464,0.0,480.0,-0.0700000002980232,0
1479424217.8434994,0.0,472.0,-0.0700000002980232,0
1479424217.8634267,0.0,464.0,-0.0350000001490116,0
1479424217.883383,0.0,464.0,-0.0350000001490116,0
1479424217.9033918,0.0,468.0,-0.0350000001490116,0
1479424217.9256568,0.0,476.0,-0.0350000001490116,0
1479424217.943448,0.0,488.0,-0.0350000001490116,0
1479424217.9634037,0.0,496.0,-0.0350000001490116,0
1479424217.985385,0.0,496.0,-0.0350000001490116,0
1479424218.0034668,0.0,492.0,-0.0700000002980232,0
1479424218.0234036,0.0,488.0,-0.0700000002980232,0
1479424218.0434024,0.0,488.0,-0.0700000002980232,0
1479424218.063379,0.0,484.0,-0.0700000002980232,0
1479424218.0834043,0.0,480.0,-0.0700000002980232,0
1479424218.1034193,0.0,480.0,-0.0700000002980232,0
1479424218.1234114,0.0,472.0,-0.0700000002980232,0
1479424218.1434815,0.0,468.0,-0.0350000001490116,0
1479424218.163381,0.0,468.0,-0.0350000001490116,0
1479424218.1834717,0.0,472.0,-0.0350000001490116,0
1479424218.203424,0.0,468.0,-0.0350000001490116,0
1479424218.2233825,0.0,468.0,-0.0350000001490116,0
1479424218.2434697,0.0,468.0,-0.0350000001490116,0
1479424218.263382,0.0,464.0,-0.0350000001490116,0
1479424218.2834122,0.0,464.0,-0.0350000001490116,0
1479424218.3034384,0.0,464.0,-0.0350000001490116,0
1479424218.3233976,0.0,472.0,-0.0350000001490116,0
1479424218.343419,0.0,484.0,-0.0350000001490116,0
1479424218.363411,0.0,488.0,-0.0700000002980232,0
1479424218.3833752,0.0,496.0,-0.0700000002980232,0
1479424218.403397,0.0,512.0,-0.0700000002980232,0
1479424218.423452,0.0,528.0,-0.0700000002980232,0
1479424218.4434593,0.0,536.0,-0.0700000002980232,0
1479424218.4633994,0.0,552.0,-0.0700000002980232,0
1479424218.4834385,0.0,564.0,-0.0700000002980232,0
1479424218.5034254,0.0,568.0,-0.0350000001490116,0
1479424218.523388,0.0,572.0,-0.0350000001490116,0
1479424218.5434318,0.0,572.0,-0.0350000001490116,0
1479424218.5633717,0.0,576.0,-0.0350000001490116,0
1479424218.583501,0.0,580.0,-0.0350000001490116,0
1479424218.6034214,0.0,580.0,0.0,0
1479424218.6233852,0.0,584.0,0.0,0
1479424218.6433208,0.0,588.0,0.0,0
1479424218.663384,0.0,592.0,0.0,0
1479424218.6851506,0.0,588.0,0.0,0
1479424218.703466,0.0,592.0,0.0,0
1479424218.7233715,0.0,596.0,0.0,0
1479424218.74341,0.0,612.0,0.0,0
1479424218.7633984,0.0,616.0,0.0,0
1479424218.7834165,0.0,612.0,0.0,0
1479424218.80344,0.0,612.0,0.0,0
1479424218.8234687,0.0,612.0,0.0,0
1479424218.843431,0.0,604.0,0.0,0
1479424218.863388,0.0,588.0,0.0,0
1479424218.8834236,0.0,584.0,0.0,0
1479424218.9033856,0.0,580.0,0.0,0
1479424218.9233954,0.0,584.0,0.0350000001490116,0
1479424218.9434645,0.0,588.0,0.0350000001490116,0
1479424218.9633925,0.0,592.0,0.0350000001490116,0
1479424218.983409,0.0,592.0,0.0350000001490116,0
1479424219.0034635,0.0,592.0,0.0350000001490116,0
1479424219.023353,0.0,592.0,0.0350000001490116,0
1479424219.0434368,0.0,592.0,0.0700000002980232,0
1479424219.0633554,0.0,592.0,0.1049999967217445,0
1479424219.0833905,0.0,584.0,0.1049999967217445,0
1479424219.103449,0.0,584.0,0.1049999967217445,0
1479424219.1233778,0.0,584.0,0.1049999967217445,0
1479424219.1433544,0.0,588.0,0.1049999967217445,0
1479424219.163401,0.0,588.0,0.1049999967217445,0
1479424219.183409,0.0,596.0,0.1049999967217445,0
1479424219.2034664,0.0,592.0,0.1049999967217445,0
1479424219.223377,0.0,588.0,0.1049999967217445,0
1479424219.2434406,0.0,588.0,0.1049999967217445,0
1479424219.263381,0.0,584.0,0.0700000002980232,0
1479424219.283397,0.0,576.0,0.0700000002980232,0
1479424219.303443,0.0,568.0,0.1049999967217445,0
1479424219.3236008,0.0,564.0,0.1400000005960464,0
1479424219.343379,0.0,560.0,0.1400000005960464,0
1479424219.3634102,0.0,568.0,0.1400000005960464,0
1479424219.3833742,0.0,568.0,0.1400000005960464,0
1479424219.4034204,0.0,572.0,0.1400000005960464,0
1479424219.4236147,0.0,576.0,0.1400000005960464,0
1479424219.443446,0.0,576.0,0.1049999967217445,0
1479424219.463369,0.0,580.0,0.0700000002980232,0
1479424219.483354,0.0,584.0,0.0700000002980232,0
1479424219.5033567,0.0,576.0,0.0700000002980232,0
1479424219.523605,0.0,568.0,0.0700000002980232,0
1479424219.5434265,0.0,564.0,0.0700000002980232,0
1479424219.5633693,0.0,564.0,0.0700000002980232,0
1479424219.5834224,0.0,564.0,0.0700000002980232,0
1479424219.6035042,0.0,560.0,0.0700000002980232,0
1479424219.6238148,0.0,568.0,0.0700000002980232,0
1479424219.6436012,0.0,568.0,0.0350000001490116,0
1479424219.6636465,0.0,572.0,0.0350000001490116,0
1479424219.683453,0.0,568.0,0.0350000001490116,0
1479424219.7036595,0.0,576.0,0.0350000001490116,0
1479424219.7240877,0.0,576.0,0.0350000001490116,0
1479424219.7434464,0.0,564.0,0.0350000001490116,0
1479424219.7633953,0.0,560.0,0.0700000002980232,0
1479424219.7833822,0.0,564.0,0.0700000002980232,0
1479424219.8034406,0.0,572.0,0.0700000002980232,0
1479424219.8241663,0.0,576.0,0.0350000001490116,0
1479424219.8434768,0.0,584.0,0.0350000001490116,0
1479424219.8634188,0.0,576.0,0.0350000001490116,0
1479424219.8834035,0.0,580.0,0.0350000001490116,0
1479424219.9034653,0.0,584.0,0.0350000001490116,0
1479424219.9241014,0.0,576.0,0.0350000001490116,0
1479424219.943493,0.0,568.0,0.0350000001490116,0
1479424219.9634204,0.0,560.0,0.0350000001490116,0
1479424219.9833992,0.0,564.0,0.0350000001490116,0
1479424220.00339,0.0,560.0,0.0350000001490116,0
1479424220.0234334,0.0,564.0,0.0350000001490116,0
1479424220.0434513,0.0,564.0,0.0350000001490116,0
1479424220.0634046,0.0,568.0,0.0350000001490116,0
1479424220.083469,0.0,564.0,0.0350000001490116,0
1479424220.1034558,0.0,564.0,0.0350000001490116,0
1479424220.1234405,0.0,568.0,0.0350000001490116,0
1479424220.1434412,0.0,572.0,0.0350000001490116,0
1479424220.163415,0.0,580.0,0.0350000001490116,0
1479424220.183457,0.0,584.0,0.0,0
1479424220.203472,0.0,584.0,0.0350000001490116,0
1479424220.2234018,0.0,580.0,0.0350000001490116,0
1479424220.2433891,0.0,588.0,0.0350000001490116,0
1479424220.2634397,0.0,584.0,0.0350000001490116,0
1479424220.2834246,0.0,584.0,0.0,0
1479424220.3034136,0.0,580.0,0.0,0
1479424220.3234026,0.0,572.0,0.0350000001490116,0
1479424220.3433878,0.0,572.0,0.0350000001490116,0
1479424220.3634305,0.0,568.0,0.0350000001490116,0
1479424220.3834743,0.0,568.0,0.0700000002980232,0
1479424220.403465,0.0,560.0,0.0700000002980232,0
1479424220.423386,0.0,564.0,0.0700000002980232,0
1479424220.443429,0.0,568.0,0.0700000002980232,0
1479424220.4634197,0.0,576.0,0.0700000002980232,0
1479424220.4833765,0.0,572.0,0.0700000002980232,0
1479424220.5034084,0.0,576.0,0.0700000002980232,0
1479424220.5234103,0.0,576.0,0.0350000001490116,0
1479424220.5433798,0.0,580.0,0.0350000001490116,0
1479424220.5634131,0.0,580.0,0.0350000001490116,0
1479424220.5833738,0.0,580.0,0.0350000001490116,0
1479424220.6034586,0.0,572.0,0.0350000001490116,0
1479424220.6234398,0.0,568.0,0.0350000001490116,0
1479424220.6434314,0.0,572.0,0.0350000001490116,0
1479424220.6634195,0.0,572.0,0.0350000001490116,0
1479424220.6834288,0.0,580.0,0.0350000001490116,0
1479424220.703424,0.0,580.0,0.0350000001490116,0
1479424220.7234516,0.0,580.0,0.0350000001490116,0
1479424220.7434075,0.0,580.0,0.0350000001490116,0
1479424220.7634003,0.0,580.0,0.0350000001490116,0
1479424220.7856536,0.0,576.0,0.0350000001490116,0
1479424220.8034172,0.0,572.0,0.0350000001490116,0
1479424220.823419,0.0,568.0,0.0350000001490116,0
1479424220.8433917,0.0,568.0,0.0350000001490116,0
1479424220.8634317,0.0,568.0,0.0350000001490116,0
1479424220.88341,0.0,564.0,0.0350000001490116,0
1479424220.9033916,0.0,568.0,0.0350000001490116,0
1479424220.9234114,0.0,568.0,0.0350000001490116,0
1479424220.9434257,0.0,568.0,0.0350000001490116,0
1479424220.963418,0.0,564.0,0.0350000001490116,0
1479424220.9834433,0.0,564.0,0.0350000001490116,0
1479424221.0034666,0.0,568.0,0.0350000001490116,0
1479424221.0234263,0.0,564.0,0.0350000001490116,0
1479424221.0434375,0.0,564.0,0.0350000001490116,0
1479424221.06345,0.0,564.0,0.0350000001490116,0
1479424221.0835128,0.0,572.0,0.0350000001490116,0
1479424221.1034656,0.0,568.0,0.0350000001490116,0
1479424221.1234145,0.0,576.0,0.0350000001490116,0
1479424221.1434283,0.0,576.0,0.0,0
1479424221.1634314,0.0,568.0,0.0,0
1479424221.183389,0.0,564.0,0.0,0
1479424221.2034154,0.0,560.0,0.0,0
1479424221.2234185,0.0,552.0,0.0,0
1479424221.243444,0.0,548.0,0.0350000001490116,0
1479424221.263435,0.0,552.0,0.0350000001490116,0
1479424221.2834485,0.0,556.0,0.0350000001490116,0
1479424221.3036618,0.0,552.0,0.0350000001490116,0
1479424221.3234482,0.0,548.0,0.0350000001490116,0
1479424221.3434618,0.0,556.0,0.0350000001490116,0
1479424221.363413,0.0,560.0,0.0350000001490116,0
1479424221.3834596,0.0,556.0,0.0350000001490116,0
1479424221.4035115,0.0,548.0,0.0350000001490116,0
1479424221.4234352,0.0,548.0,0.0350000001490116,0
1479424221.4434545,0.0,552.0,0.0350000001490116,0
1479424221.4634297,0.0,552.0,0.0350000001490116,0
1479424221.483507,0.0,548.0,0.0350000001490116,0
1479424221.50346,0.0,544.0,0.0350000001490116,0
1479424221.523418,0.0,540.0,0.0,0
1479424221.5434225,0.0,536.0,0.0,0
1479424221.56347,0.0,536.0,0.0350000001490116,0
1479424221.5834692,0.0,524.0,0.0350000001490116,0
1479424221.6034665,0.0,528.0,0.0350000001490116,0
1479424221.623423,0.0,528.0,0.0350000001490116,0
1479424221.6434343,0.0,532.0,0.0350000001490116,0
1479424221.6634228,0.0,532.0,0.0350000001490116,0
1479424221.6834824,0.0,532.0,0.0350000001490116,0
1479424221.7034795,0.0,532.0,0.0350000001490116,0
1479424221.723425,0.0,536.0,0.0350000001490116,0
1479424221.7434783,0.0,528.0,0.0350000001490116,0
1479424221.7634404,0.0,524.0,0.0350000001490116,0
1479424221.7834313,0.0,524.0,0.0350000001490116,0
1479424221.8034525,0.0,520.0,0.0,0
1479424221.823437,0.0,520.0,0.0,0
1479424221.8435147,0.0,516.0,0.0350000001490116,0
1479424221.8634577,0.0,512.0,0.0350000001490116,0
1479424221.8835237,0.0,508.0,0.0,0
1479424221.9034564,0.0,508.0,0.0,0
1479424221.9234676,0.0,508.0,0.0,0
1479424221.943462,0.0,508.0,0.0,0
1479424221.963461,0.0,508.0,0.0,0
1479424221.9834588,0.0,516.0,0.0,0
1479424222.0034578,0.0,532.0,0.0,0
1479424222.0235968,0.0,548.0,0.0,0
1479424222.04352,0.0,556.0,0.0,0
1479424222.0634794,0.0,560.0,0.0,0
1479424222.0834506,0.0,572.0,0.0,0
1479424222.1034248,0.0,584.0,0.0,0
1479424222.1234198,0.0,588.0,-0.0350000001490116,0
1479424222.1434927,0.0,588.0,-0.0350000001490116,0
1479424222.1635633,0.0,592.0,-0.0350000001490116,0
1479424222.1837063,0.0,596.0,-0.0350000001490116,0
1479424222.2034876,0.0,596.0,-0.0350000001490116,0
1479424222.2234588,0.0,596.0,-0.0350000001490116,0
1479424222.2434475,0.0,600.0,-0.0350000001490116,0
1479424222.2634249,0.0,600.0,-0.0350000001490116,0
1479424222.2834277,0.0,604.0,0.0,0
1479424222.3034306,0.0,600.0,0.0,0
1479424222.323417,0.0,612.0,0.0,0
1479424222.34343,0.0,616.0,0.0,0
1479424222.363443,0.0,620.0,0.0,0
1479424222.3835187,0.0,620.0,0.0,0
1479424222.4034166,0.0,616.0,0.0,0
1479424222.4234505,0.0,616.0,0.0,0
1479424222.4435391,0.0,616.0,0.0,0
1479424222.463413,0.0,612.0,0.0,0
1479424222.483434,0.0,612.0,0.0,0
1479424222.5034528,0.0,620.0,0.0,0
1479424222.5233994,0.0,616.0,0.0,0
1479424222.5434337,0.0,612.0,0.0,0
1479424222.5634537,0.0,612.0,0.0,0
1479424222.5834143,0.0,608.0,0.0,0
1479424222.6035583,0.0,604.0,0.0,0
1479424222.623443,0.0,596.0,0.0,0
1479424222.6434486,0.0,596.0,0.0350000001490116,0
1479424222.6634915,0.0,596.0,0.0350000001490116,0
1479424222.683488,0.0,596.0,0.0350000001490116,0
1479424222.703477,0.0,588.0,0.0350000001490116,0
1479424222.7234845,0.0,592.0,0.0350000001490116,0
1479424222.7435238,0.0,588.0,0.0350000001490116,0
1479424222.763443,0.0,588.0,0.0700000002980232,0
1479424222.7836154,0.0,580.0,0.0700000002980232,0
1479424222.8033402,0.0,584.0,0.0700000002980232,0
1479424222.8233728,0.0,580.0,0.0700000002980232,0
1479424222.843469,0.0,576.0,0.0700000002980232,0
1479424222.863337,0.0,576.0,0.0700000002980232,0
1479424222.8834236,0.0,584.0,0.0700000002980232,0
1479424222.9034543,0.0,588.0,0.0700000002980232,0
1479424222.9234605,0.0,592.0,0.0700000002980232,0
1479424222.9434648,0.0,592.0,0.0700000002980232,0
1479424222.9634745,0.0,592.0,0.0350000001490116,0
1479424222.98344,0.0,604.0,0.0,0
1479424223.0035322,0.0,592.0,0.0,0
1479424223.0236318,0.0,576.0,0.0,0
1479424223.0435526,0.0,564.0,0.0,0
1479424223.063448,0.0,560.0,0.0,0
1479424223.0835116,0.0,552.0,0.0,0
1479424223.1034577,0.0,544.0,0.0,0
1479424223.1236427,0.0,548.0,0.0,0
1479424223.14354,0.0,556.0,0.0350000001490116,0
1479424223.1634986,0.0,568.0,0.0,0
1479424223.1834366,0.0,560.0,0.0,0
1479424223.203534,0.0,556.0,0.0,0
1479424223.2235646,0.0,552.0,0.0,0
1479424223.243431,0.0,544.0,0.0,0
1479424223.2633944,0.0,532.0,0.0,0
1479424223.283371,0.0,524.0,0.0,0
1479424223.3034697,0.0,524.0,0.0350000001490116,0
1479424223.3235795,0.0,520.0,0.0,0
1479424223.3434975,0.0,528.0,0.0,0
1479424223.3634362,0.0,520.0,0.0,0
1479424223.3834996,0.0,520.0,0.0,0
1479424223.4034345,0.0,512.0,0.0,0
1479424223.4235983,0.0,512.0,0.0,0
1479424223.443477,0.0,504.0,0.0,0
1479424223.4634397,0.0,488.0,0.0,0
1479424223.4834194,0.0,476.0,0.0,0
1479424223.503423,0.0,460.0,0.0,0
1479424223.523426,0.0,448.0,0.0,0
1479424223.543485,0.0,428.0,-0.0350000001490116,0
1479424223.5633914,0.0,420.0,-0.0350000001490116,0
1479424223.5833795,0.0,408.0,-0.0350000001490116,0
1479424223.603458,0.0,392.0,-0.0350000001490116,0
1479424223.6234555,0.0,372.0,-0.0350000001490116,0
1479424223.643464,0.0,364.0,-0.0350000001490116,0
1479424223.6634345,0.0,360.0,-0.0700000002980232,0
1479424223.6834967,0.0,348.0,-0.1049999967217445,0
1479424223.7034488,0.0,344.0,-0.1400000005960464,0
1479424223.7234583,0.0,340.0,-0.1400000005960464,0
1479424223.7435691,0.0,344.0,-0.1400000005960464,0
1479424223.7635608,0.0,340.0,-0.1400000005960464,0
1479424223.7836044,0.0,324.0,-0.1749999970197677,0
1479424223.8036194,0.0,316.0,-0.209999993443489,0
1479424223.8236597,0.0,308.0,-0.209999993443489,0
1479424223.843487,0.0,300.0,-0.209999993443489,0
1479424223.86352,0.0,292.0,-0.209999993443489,0
1479424223.8837287,0.0,292.0,-0.2450000047683715,0
1479424223.903648,0.0,292.0,-0.2450000047683715,0
1479424223.923439,0.0,284.0,-0.2800000011920929,0
1479424223.943471,0.0,276.0,-0.2800000011920929,0
1479424223.9634528,0.0,264.0,-0.3149999976158142,0
1479424223.9862666,0.0,248.0,-0.3149999976158142,0
1479424224.003441,0.0,248.0,-0.3149999976158142,0
1479424224.0234518,0.0,240.0,-0.3149999976158142,0
1479424224.0434482,0.0,240.0,-0.3149999976158142,0
1479424224.0634837,0.0,244.0,-0.3499999940395355,0
1479424224.0834868,0.0,248.0,-0.3499999940395355,0
1479424224.1035843,0.0,256.0,-0.3499999940395355,0
1479424224.1234756,0.0,252.0,-0.3849999904632568,0
1479424224.1434665,0.0,244.0,-0.4199999868869781,0
1479424224.163451,0.0,240.0,-0.4199999868869781,0
1479424224.1863346,0.0,236.0,-0.4199999868869781,0
1479424224.2034776,0.0,232.0,-0.4199999868869781,0
1479424224.223527,0.0,224.0,-0.4199999868869781,0
1479424224.2435937,0.0,208.0,-0.4199999868869781,0
1479424224.2635956,0.0,208.0,-0.3849999904632568,0
1479424224.2836254,0.0,216.0,-0.3849999904632568,0
1479424224.303786,0.0,212.0,-0.3849999904632568,0
1479424224.3237338,0.0,200.0,-0.4199999868869781,0
1479424224.3434548,0.0,200.0,-0.4199999868869781,0
1479424224.3635097,0.0,208.0,-0.4199999868869781,0
1479424224.3835273,0.0,208.0,-0.4199999868869781,0
1479424224.4035246,0.0,200.0,-0.4199999868869781,0
1479424224.4234705,0.0,200.0,-0.4199999868869781,0
1479424224.4435146,0.0,204.0,-0.4199999868869781,0
1479424224.4634793,0.0,200.0,-0.4199999868869781,0
1479424224.4835005,0.0,196.0,-0.4550000131130218,0
1479424224.5034556,0.0,196.0,-0.4550000131130218,0
1479424224.5235224,0.0,200.0,-0.4550000131130218,0
1479424224.5435212,0.0,204.0,-0.4550000131130218,0
1479424224.5634625,0.0,212.0,-0.4550000131130218,0
1479424224.5834897,0.0,216.0,-0.4550000131130218,0
1479424224.6035447,0.0,212.0,-0.4550000131130218,0
1479424224.6235871,0.0,216.0,-0.4900000095367431,0
1479424224.6436574,0.0,220.0,-0.4900000095367431,0
1479424224.6634858,0.0,216.0,-0.4900000095367431,0
1479424224.6835244,0.0,216.0,-0.4550000131130218,0
1479424224.703579,0.0,216.0,-0.4550000131130218,0
1479424224.7234812,0.0,220.0,-0.4550000131130218,0
1479424224.7434945,0.0,232.0,-0.4900000095367431,0
1479424224.7635095,0.0,244.0,-0.4900000095367431,0
1479424224.7835245,0.0,256.0,-0.4550000131130218,0
1479424224.803459,0.0,276.0,-0.4550000131130218,0
1479424224.8235023,0.0,292.0,-0.4550000131130218,0
1479424224.8434885,0.0,308.0,-0.4550000131130218,0
1479424224.863492,0.0,328.0,-0.4550000131130218,0
1479424224.8834872,0.0,340.0,-0.4550000131130218,0
1479424224.903474,0.0,352.0,-0.4550000131130218,0
1479424224.9234943,0.0,372.0,-0.4550000131130218,0
1479424224.943554,0.0,384.0,-0.4550000131130218,0
1479424224.9634593,0.0,404.0,-0.4550000131130218,0
1479424224.983491,0.0,420.0,-0.4550000131130218,0
1479424225.003543,0.0,424.0,-0.4199999868869781,0
1479424225.0234792,0.0,432.0,-0.4199999868869781,0
1479424225.0435228,0.0,436.0,-0.4199999868869781,0
